outcome_id,system_id,decision_date,decision_taken,expected_5y_cost_eur,actual_5y_cost_proxy_eur,expected_risk_reduction,observed_risk_reduction,cost_variance_pct,outcome_quality,delay_months,vendor_pressure_outcome,lessons_learned
OUT00014795,SYS0006571,2024-09-23,Exit / Decommission,1420.78,1767.72,45,40.9,24.4,Good,3,Negotiated,Dependency blast radius drove final sequencing.
OUT00014796,SYS0001488,2025-02-16,Exit / Decommission,14819.57,12754.01,45,40.3,-13.9,Strong,0,Accepted,Dependency blast radius drove final sequencing.
OUT00014797,SYS0003197,2022-09-10,Exit / Decommission,2052.71,2473.51,45,52.8,20.5,Strong,4,Negotiated,Business owner alignment delayed execution.
OUT00014798,SYS0002619,2023-04-21,Exit / Decommission,1014.14,1036.81,45,57.7,2.2,Strong,2,Accepted,Integration complexity was underestimated.
OUT00014799,SYS0001207,2024-07-25,Exit / Decommission,6270.88,6558.54,45,54.2,4.6,Strong,1,Escalated,Business owner alignment delayed execution.
OUT00014800,SYS0008330,2023-01-01,Exit / Decommission,3872.59,4056.26,45,56.0,4.7,Strong,7,Avoided,Dependency blast radius drove final sequencing.
OUT00014801,SYS0004819,2022-10-02,Exit / Decommission,5559.88,5685.01,45,29.1,2.3,Strong,2,Reduced,Business owner alignment delayed execution.
OUT00014802,SYS0011528,2023-02-05,Exit / Decommission,1791.34,1661.42,45,43.1,-7.3,Strong,7,Avoided,Entitlement evidence improved negotiation position.
OUT00014803,SYS0003347,2025-02-27,Exit / Decommission,3838.53,6313.7,45,41.1,64.5,Mixed,4,Reduced,Business owner alignment delayed execution.
OUT00014804,SYS0007243,2025-02-22,Exit / Decommission,6854.34,7211.88,45,37.6,5.2,Good,1,Accepted,Dependency blast radius drove final sequencing.
OUT00014805,SYS0003689,2022-10-02,Exit / Decommission,518.51,689.91,45,58.1,33.1,Strong,6,Delayed,Business owner alignment delayed execution.
OUT00014806,SYS0007529,2024-10-17,Exit / Decommission,6071.79,7085.98,45,57.5,16.7,Strong,4,Negotiated,Business owner alignment delayed execution.
OUT00014807,SYS0000446,2024-11-17,Exit / Decommission,6073.49,3763.61,45,43.6,-38.0,Good,1,Accepted,Entitlement evidence improved negotiation position.
OUT00014808,SYS0005115,2024-07-04,Exit / Decommission,3971.47,3524.63,45,42.2,-11.3,Strong,0,Delayed,Entitlement evidence improved negotiation position.
OUT00014809,SYS0005687,2023-08-07,Exit / Decommission,11002.8,12025.63,45,64.0,9.3,Strong,3,Accepted,Entitlement evidence improved negotiation position.
OUT00014810,SYS0009103,2022-10-03,Exit / Decommission,350.91,497.49,45,44.8,41.8,Strong,3,Negotiated,Dependency blast radius drove final sequencing.
OUT00014811,SYS0005591,2024-01-18,Exit / Decommission,5332.15,7460.73,45,42.8,39.9,Good,2,Negotiated,Compensating controls reduced upgrade urgency.
OUT00014812,SYS0003122,2023-06-27,Exit / Decommission,1338.76,958.93,45,39.9,-28.4,Good,0,Avoided,Dependency blast radius drove final sequencing.
OUT00014813,SYS0006063,2022-03-26,Exit / Decommission,14425.78,14500.5,45,42.1,0.5,Strong,2,Accepted,Compensating controls reduced upgrade urgency.
OUT00014814,SYS0010470,2026-01-10,Exit / Decommission,1033.37,966.32,45,58.1,-6.5,Strong,2,Reduced,Integration complexity was underestimated.
OUT00014815,SYS0003958,2025-10-16,Exit / Decommission,804.97,877.38,45,48.2,9.0,Good,0,Avoided,Compensating controls reduced upgrade urgency.
OUT00014816,SYS0009883,2022-07-31,Exit / Decommission,10606.12,10177.3,45,53.1,-4.0,Strong,0,Escalated,Dependency blast radius drove final sequencing.
OUT00014817,SYS0009845,2022-12-29,Exit / Decommission,865.12,1118.18,45,44.4,29.3,Good,10,Reduced,Vendor claim was partially valid.
OUT00014818,SYS0006557,2025-02-04,Exit / Decommission,2137.35,2319.82,45,43.8,8.5,Strong,3,Accepted,Entitlement evidence improved negotiation position.
OUT00014819,SYS0006383,2025-10-11,Exit / Decommission,1676.23,2559.93,45,40.5,52.7,Good,0,Avoided,Integration complexity was underestimated.
OUT00014820,SYS0009734,2026-05-12,Exit / Decommission,1660.13,1794.81,45,47.8,8.1,Strong,0,Negotiated,Integration complexity was underestimated.
OUT00014821,SYS0004073,2024-10-14,Exit / Decommission,1652.7,1790.13,45,46.0,8.3,Strong,6,Escalated,Integration complexity was underestimated.
OUT00014822,SYS0002264,2025-02-14,Exit / Decommission,1747.33,1337.67,45,51.7,-23.4,Good,0,Negotiated,Integration complexity was underestimated.
OUT00014823,SYS0001911,2023-11-20,Exit / Decommission,16477.73,14828.58,45,27.6,-10.0,Good,0,Avoided,Business owner alignment delayed execution.
OUT00014824,SYS0005908,2022-12-12,Exit / Decommission,4606.6,3907.83,45,36.6,-15.2,Good,5,Delayed,Compensating controls reduced upgrade urgency.
OUT00014825,SYS0011606,2022-12-10,Exit / Decommission,1922.16,2048.9,45,44.9,6.6,Strong,0,Escalated,Business owner alignment delayed execution.
OUT00014826,SYS0007235,2024-02-23,Exit / Decommission,3280.16,2577.34,45,44.0,-21.4,Good,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00014827,SYS0004174,2025-09-23,Exit / Decommission,1229.92,1303.5,45,55.1,6.0,Strong,12,Reduced,Vendor claim was partially valid.
OUT00014828,SYS0002666,2022-09-10,Exit / Decommission,2489.21,1923.05,45,46.7,-22.7,Strong,4,Delayed,Compensating controls reduced upgrade urgency.
OUT00014829,SYS0002377,2022-08-22,Exit / Decommission,9674.63,15137.98,45,64.2,56.5,Good,10,Delayed,Entitlement evidence improved negotiation position.
OUT00014830,SYS0004011,2023-08-15,Exit / Decommission,2599.53,2710.19,45,48.9,4.3,Strong,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00014831,SYS0007118,2024-04-08,Exit / Decommission,12144.52,12076.8,45,50.1,-0.6,Strong,7,Delayed,Business owner alignment delayed execution.
OUT00014832,SYS0008862,2022-01-08,Exit / Decommission,2622.84,3143.89,45,49.3,19.9,Strong,1,Reduced,Integration complexity was underestimated.
OUT00014833,SYS0004818,2022-09-05,Exit / Decommission,920.76,868.19,45,39.5,-5.7,Strong,2,Negotiated,Entitlement evidence improved negotiation position.
OUT00014834,SYS0004791,2024-04-16,Exit / Decommission,910.27,814.49,45,55.9,-10.5,Strong,0,Accepted,Business owner alignment delayed execution.
OUT00014835,SYS0010591,2025-04-20,Exit / Decommission,2141.15,2133.68,45,43.9,-0.3,Strong,0,Escalated,Compensating controls reduced upgrade urgency.
OUT00014836,SYS0005187,2026-06-04,Exit / Decommission,1121.85,1216.0,45,37.5,8.4,Strong,7,Avoided,Compensating controls reduced upgrade urgency.
OUT00014837,SYS0000664,2022-06-08,Exit / Decommission,18913.68,14798.48,45,40.4,-21.8,Strong,5,Avoided,Dependency blast radius drove final sequencing.
OUT00014838,SYS0001749,2024-05-06,Exit / Decommission,1618.06,2070.34,45,48.3,28.0,Strong,2,Negotiated,Business owner alignment delayed execution.
OUT00014839,SYS0000440,2025-05-27,Exit / Decommission,934.97,860.92,45,45.7,-7.9,Strong,0,Negotiated,Dependency blast radius drove final sequencing.
OUT00014840,SYS0007234,2026-01-02,Exit / Decommission,10754.48,13791.61,45,45.0,28.2,Strong,0,Negotiated,Integration complexity was underestimated.
OUT00014841,SYS0005470,2026-01-26,Exit / Decommission,6600.85,7351.93,45,51.0,11.4,Strong,2,Negotiated,Dependency blast radius drove final sequencing.
OUT00014842,SYS0004127,2022-08-17,Exit / Decommission,789.4,585.92,45,36.5,-25.8,Strong,0,Reduced,Vendor claim was partially valid.
OUT00014843,SYS0008316,2022-02-05,Exit / Decommission,513.04,491.56,45,41.3,-4.2,Strong,0,Accepted,Vendor claim was partially valid.
OUT00014844,SYS0003044,2023-09-09,Exit / Decommission,573.53,624.92,45,65.2,9.0,Strong,7,Delayed,Integration complexity was underestimated.
OUT00014845,SYS0005626,2024-06-25,Exit / Decommission,1182.17,1299.8,45,38.9,10.0,Strong,6,Reduced,Vendor claim was partially valid.
OUT00014846,SYS0006038,2026-03-01,Exit / Decommission,314.89,224.47,45,20.6,-28.7,Good,1,Escalated,Compensating controls reduced upgrade urgency.
OUT00014847,SYS0011177,2025-08-13,Exit / Decommission,12506.29,9267.77,45,50.2,-25.9,Strong,4,Delayed,Dependency blast radius drove final sequencing.
OUT00014848,SYS0007319,2024-01-22,Exit / Decommission,8402.51,6610.71,45,29.1,-21.3,Good,8,Delayed,Entitlement evidence improved negotiation position.
OUT00014849,SYS0001569,2024-05-02,Exit / Decommission,3191.7,3188.65,45,50.1,-0.1,Strong,3,Delayed,Entitlement evidence improved negotiation position.
OUT00014850,SYS0009786,2023-07-10,Exit / Decommission,10068.65,12099.27,45,47.4,20.2,Good,3,Reduced,Entitlement evidence improved negotiation position.
OUT00014851,SYS0006837,2022-05-04,Exit / Decommission,2081.95,2299.71,45,46.5,10.5,Strong,0,Reduced,Compensating controls reduced upgrade urgency.
OUT00014852,SYS0000387,2022-11-03,Exit / Decommission,713.24,728.42,45,47.9,2.1,Strong,0,Negotiated,Vendor claim was partially valid.
OUT00014853,SYS0008496,2025-04-03,Exit / Decommission,5656.47,4868.68,45,49.8,-13.9,Strong,3,Accepted,Vendor claim was partially valid.
OUT00014854,SYS0004897,2026-05-12,Exit / Decommission,741.56,714.97,45,55.7,-3.6,Strong,0,Negotiated,Compensating controls reduced upgrade urgency.
OUT00014855,SYS0002493,2024-07-23,Exit / Decommission,1108.51,1246.9,45,50.8,12.5,Strong,1,Negotiated,Vendor claim was partially valid.
OUT00014856,SYS0010277,2024-11-27,Exit / Decommission,3092.75,2472.92,45,43.4,-20.0,Strong,0,Delayed,Entitlement evidence improved negotiation position.
OUT00014857,SYS0004475,2023-02-27,Exit / Decommission,2112.56,1409.73,45,56.8,-33.3,Strong,0,Delayed,Vendor claim was partially valid.
OUT00014858,SYS0008642,2022-10-27,Extend Independent Support,377506.66,316000.0,22,19.9,-16.3,Good,2,Accepted,Integration complexity was underestimated.
OUT00014859,SYS0001760,2024-10-11,Exit / Decommission,16443.59,16820.34,45,39.9,2.3,Strong,4,Delayed,Business owner alignment delayed execution.
OUT00014860,SYS0006117,2024-10-30,Exit / Decommission,793.54,1132.61,45,47.0,42.7,Good,6,Reduced,Dependency blast radius drove final sequencing.
OUT00014861,SYS0006178,2022-04-29,Exit / Decommission,1766.99,1534.93,45,43.5,-13.1,Strong,8,Avoided,Compensating controls reduced upgrade urgency.
OUT00014862,SYS0000243,2023-01-18,Exit / Decommission,3570.61,3001.4,45,27.3,-15.9,Strong,2,Avoided,Integration complexity was underestimated.
OUT00014863,SYS0010263,2024-03-22,Exit / Decommission,5243.78,4125.72,45,53.7,-21.3,Strong,0,Escalated,Vendor claim was partially valid.
OUT00014864,SYS0002365,2024-07-13,Exit / Decommission,769.11,1168.8,45,43.0,52.0,Mixed,0,Avoided,Entitlement evidence improved negotiation position.
OUT00014865,SYS0005820,2023-07-15,Exit / Decommission,30320.33,20448.11,45,29.9,-32.6,Good,0,Escalated,Vendor claim was partially valid.
OUT00014866,SYS0005843,2025-02-26,Exit / Decommission,4981.2,2913.57,45,47.4,-41.5,Good,4,Reduced,Entitlement evidence improved negotiation position.
OUT00014867,SYS0008033,2022-09-23,Exit / Decommission,1734.22,2696.11,45,60.4,55.5,Good,0,Accepted,Business owner alignment delayed execution.
OUT00014868,SYS0007893,2023-09-30,Exit / Decommission,661.35,738.36,45,42.2,11.6,Strong,3,Avoided,Integration complexity was underestimated.
OUT00014869,SYS0002157,2022-05-11,Exit / Decommission,8563.19,9818.78,45,51.3,14.7,Strong,9,Escalated,Integration complexity was underestimated.
OUT00014870,SYS0003939,2022-06-03,Exit / Decommission,6791.78,6761.36,45,33.6,-0.4,Strong,3,Delayed,Vendor claim was partially valid.
OUT00014871,SYS0005209,2023-06-04,Exit / Decommission,3438.04,3660.15,45,60.9,6.5,Strong,3,Negotiated,Vendor claim was partially valid.
OUT00014872,SYS0004272,2023-07-01,Exit / Decommission,7065.6,6774.85,45,47.4,-4.1,Strong,9,Delayed,Vendor claim was partially valid.
OUT00014873,SYS0006687,2025-04-15,Exit / Decommission,2465.3,3283.61,45,67.2,33.2,Strong,4,Negotiated,Dependency blast radius drove final sequencing.
OUT00014874,SYS0001163,2025-03-04,Exit / Decommission,4604.6,7445.07,45,44.3,61.7,Mixed,4,Escalated,Vendor claim was partially valid.
OUT00014875,SYS0003368,2023-01-15,Exit / Decommission,2406.56,2697.7,45,56.7,12.1,Strong,3,Avoided,Compensating controls reduced upgrade urgency.
OUT00014876,SYS0000909,2022-08-18,Exit / Decommission,3349.29,3359.48,45,31.9,0.3,Strong,1,Escalated,Vendor claim was partially valid.
OUT00014877,SYS0008775,2025-03-01,Exit / Decommission,9296.34,8259.98,45,46.6,-11.1,Strong,1,Accepted,Dependency blast radius drove final sequencing.
OUT00014878,SYS0008592,2024-12-10,Exit / Decommission,2989.08,2059.93,45,55.5,-31.1,Good,7,Reduced,Vendor claim was partially valid.
OUT00014879,SYS0010021,2024-08-18,Exit / Decommission,6894.45,5432.46,45,50.4,-21.2,Good,0,Accepted,Business owner alignment delayed execution.
OUT00014880,SYS0000951,2022-03-17,Exit / Decommission,7767.93,7432.48,45,45.8,-4.3,Strong,11,Accepted,Business owner alignment delayed execution.
OUT00014881,SYS0010384,2025-09-23,Exit / Decommission,2719.35,2920.42,45,56.4,7.4,Strong,6,Reduced,Integration complexity was underestimated.
OUT00014882,SYS0002892,2024-12-15,Exit / Decommission,1609.89,1393.15,45,38.7,-13.5,Strong,5,Reduced,Compensating controls reduced upgrade urgency.
OUT00014883,SYS0000945,2024-09-11,Exit / Decommission,2004.86,2350.67,45,53.7,17.2,Strong,3,Reduced,Dependency blast radius drove final sequencing.
OUT00014884,SYS0001395,2025-10-27,Exit / Decommission,29325.2,41123.59,45,41.1,40.2,Good,3,Negotiated,Entitlement evidence improved negotiation position.
OUT00014885,SYS0010896,2023-08-13,Exit / Decommission,10110.95,17544.4,45,58.6,73.5,Mixed,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00014886,SYS0007476,2023-10-23,Exit / Decommission,9940.53,10834.74,45,41.7,9.0,Good,1,Reduced,Compensating controls reduced upgrade urgency.
OUT00014887,SYS0008618,2024-02-05,Extend Independent Support,7244.59,8021.04,22,23.4,10.7,Good,9,Negotiated,Dependency blast radius drove final sequencing.
OUT00014888,SYS0009305,2024-03-31,Exit / Decommission,5100.96,6561.94,45,43.2,28.6,Mixed,8,Reduced,Dependency blast radius drove final sequencing.
OUT00014889,SYS0004351,2026-04-02,Exit / Decommission,214.23,276.92,45,48.2,29.3,Good,7,Negotiated,Vendor claim was partially valid.
OUT00014890,SYS0000457,2022-04-08,Extend Independent Support,43968.9,35710.07,22,32.2,-18.8,Good,1,Reduced,Compensating controls reduced upgrade urgency.
OUT00014891,SYS0003521,2024-04-21,Exit / Decommission,10005.84,8612.62,45,45.5,-13.9,Strong,1,Delayed,Compensating controls reduced upgrade urgency.
OUT00014892,SYS0011239,2023-01-01,Exit / Decommission,853.09,1272.79,45,38.0,49.2,Mixed,7,Reduced,Integration complexity was underestimated.
OUT00014893,SYS0010861,2026-01-25,Exit / Decommission,1703.65,1565.58,45,36.8,-8.1,Strong,1,Avoided,Entitlement evidence improved negotiation position.
OUT00014894,SYS0003915,2025-12-24,Exit / Decommission,2408.1,2913.87,45,46.8,21.0,Strong,0,Accepted,Business owner alignment delayed execution.
OUT00014895,SYS0005392,2026-02-21,Exit / Decommission,1826.08,2114.43,45,58.5,15.8,Strong,0,Accepted,Vendor claim was partially valid.
OUT00014896,SYS0001035,2023-06-06,Exit / Decommission,4882.92,4441.04,45,45.9,-9.0,Strong,3,Reduced,Vendor claim was partially valid.
OUT00014897,SYS0006174,2022-04-29,Exit / Decommission,23055.22,20367.7,45,38.3,-11.7,Strong,5,Reduced,Entitlement evidence improved negotiation position.
OUT00014898,SYS0006662,2022-04-11,Exit / Decommission,483.34,338.51,45,42.8,-30.0,Good,6,Reduced,Business owner alignment delayed execution.
OUT00014899,SYS0010185,2024-04-14,Exit / Decommission,1779.13,1327.23,45,55.2,-25.4,Strong,0,Negotiated,Dependency blast radius drove final sequencing.
OUT00014900,SYS0003044,2026-04-16,Exit / Decommission,573.53,573.79,45,53.2,0.0,Strong,1,Reduced,Integration complexity was underestimated.
OUT00014901,SYS0011437,2025-08-21,Exit / Decommission,1726.77,1446.18,45,55.0,-16.2,Strong,2,Reduced,Compensating controls reduced upgrade urgency.
OUT00014902,SYS0003788,2024-05-01,Exit / Decommission,5463.87,7832.78,45,51.3,43.4,Good,0,Reduced,Business owner alignment delayed execution.
OUT00014903,SYS0004838,2026-07-02,Extend Independent Support,141772.22,114497.43,22,14.8,-19.2,Good,4,Reduced,Vendor claim was partially valid.
OUT00014904,SYS0007952,2024-01-08,Exit / Decommission,6098.69,3761.33,45,40.6,-38.3,Good,1,Negotiated,Dependency blast radius drove final sequencing.
OUT00014905,SYS0011596,2026-06-04,Exit / Decommission,6565.87,7624.78,45,52.9,16.1,Strong,8,Reduced,Integration complexity was underestimated.
OUT00014906,SYS0000358,2026-03-27,Exit / Decommission,5413.88,5790.53,45,31.7,7.0,Strong,6,Escalated,Entitlement evidence improved negotiation position.
OUT00014907,SYS0004064,2025-04-24,Exit / Decommission,2087.1,2674.69,45,52.4,28.2,Strong,0,Reduced,Entitlement evidence improved negotiation position.
OUT00014908,SYS0005535,2024-02-23,Exit / Decommission,3620.02,5509.53,45,23.6,52.2,Mixed,2,Accepted,Integration complexity was underestimated.
OUT00014909,SYS0005497,2025-05-05,Exit / Decommission,1658.66,1147.45,45,44.6,-30.8,Strong,2,Reduced,Integration complexity was underestimated.
OUT00014910,SYS0007846,2023-04-14,Exit / Decommission,5106.71,6172.59,45,55.4,20.9,Strong,1,Reduced,Business owner alignment delayed execution.
OUT00014911,SYS0011328,2022-03-10,Exit / Decommission,1754.07,2245.34,45,46.3,28.0,Good,1,Reduced,Integration complexity was underestimated.
OUT00014912,SYS0007485,2026-02-06,Exit / Decommission,2059.26,2523.64,45,47.8,22.6,Strong,2,Accepted,Vendor claim was partially valid.
OUT00014913,SYS0011537,2026-03-03,Exit / Decommission,3968.16,4516.74,45,61.5,13.8,Strong,0,Avoided,Business owner alignment delayed execution.
OUT00014914,SYS0004975,2022-11-05,Exit / Decommission,2366.58,1888.27,45,41.2,-20.2,Strong,0,Negotiated,Vendor claim was partially valid.
OUT00014915,SYS0008286,2022-06-27,Exit / Decommission,3174.65,3096.37,45,47.6,-2.5,Strong,3,Delayed,Business owner alignment delayed execution.
OUT00014916,SYS0002220,2022-03-02,Exit / Decommission,28970.14,26402.86,45,39.8,-8.9,Good,0,Escalated,Dependency blast radius drove final sequencing.
OUT00014917,SYS0009102,2024-03-03,Exit / Decommission,1599.12,1631.95,45,30.5,2.1,Strong,6,Avoided,Entitlement evidence improved negotiation position.
OUT00014918,SYS0005846,2022-11-21,Exit / Decommission,2596.1,2831.73,45,48.1,9.1,Strong,0,Negotiated,Integration complexity was underestimated.
OUT00014919,SYS0010968,2026-03-21,Exit / Decommission,1455.59,1088.63,45,47.0,-25.2,Good,1,Reduced,Business owner alignment delayed execution.
OUT00014920,SYS0009980,2024-03-23,Exit / Decommission,11708.86,12256.55,45,49.3,4.7,Strong,1,Avoided,Entitlement evidence improved negotiation position.
OUT00014921,SYS0011284,2022-03-09,Extend Independent Support,15244.61,19000.96,22,27.7,24.6,Strong,5,Delayed,Vendor claim was partially valid.
OUT00014922,SYS0006469,2025-02-25,Hybrid Transformation,30916.77,39296.79,34,39.9,27.1,Good,6,Reduced,Entitlement evidence improved negotiation position.
OUT00014923,SYS0009384,2025-04-25,Exit / Decommission,332.29,252.21,45,53.3,-24.1,Strong,5,Avoided,Dependency blast radius drove final sequencing.
OUT00014924,SYS0007759,2023-08-11,Exit / Decommission,20688.74,13011.02,45,32.6,-37.1,Mixed,10,Negotiated,Entitlement evidence improved negotiation position.
OUT00014925,SYS0007143,2023-10-20,Exit / Decommission,10260.0,8952.96,45,33.6,-12.7,Good,7,Avoided,Vendor claim was partially valid.
OUT00014926,SYS0006420,2022-12-31,Exit / Decommission,2192.83,1770.7,45,41.4,-19.3,Strong,2,Reduced,Integration complexity was underestimated.
OUT00014927,SYS0010121,2023-07-11,Exit / Decommission,685.62,627.87,45,57.4,-8.4,Strong,5,Avoided,Entitlement evidence improved negotiation position.
OUT00014928,SYS0011355,2026-01-02,Exit / Decommission,1183.71,1028.52,45,44.5,-13.1,Good,3,Escalated,Integration complexity was underestimated.
OUT00014929,SYS0003753,2023-10-26,Exit / Decommission,2392.76,2495.81,45,44.7,4.3,Strong,4,Negotiated,Vendor claim was partially valid.
OUT00014930,SYS0008772,2023-07-23,Exit / Decommission,4432.18,4775.97,45,30.9,7.8,Strong,0,Negotiated,Integration complexity was underestimated.
OUT00014931,SYS0001430,2024-05-05,Exit / Decommission,5689.97,5238.44,45,63.3,-7.9,Strong,6,Delayed,Compensating controls reduced upgrade urgency.
OUT00014932,SYS0007544,2022-10-08,Exit / Decommission,6951.87,7382.13,45,36.9,6.2,Strong,5,Reduced,Dependency blast radius drove final sequencing.
OUT00014933,SYS0007598,2023-07-23,Exit / Decommission,8419.22,9582.43,45,46.2,13.8,Strong,5,Accepted,Entitlement evidence improved negotiation position.
OUT00014934,SYS0008773,2022-06-27,Exit / Decommission,21821.1,25010.12,45,45.6,14.6,Strong,4,Delayed,Entitlement evidence improved negotiation position.
OUT00014935,SYS0006478,2023-06-13,Exit / Decommission,8697.34,8698.4,45,48.6,0.0,Strong,0,Reduced,Dependency blast radius drove final sequencing.
OUT00014936,SYS0003127,2022-06-03,Exit / Decommission,2180.4,2652.57,45,46.1,21.7,Strong,0,Avoided,Compensating controls reduced upgrade urgency.
OUT00014937,SYS0004609,2025-07-15,Exit / Decommission,396.8,560.14,45,43.1,41.2,Good,1,Reduced,Entitlement evidence improved negotiation position.
OUT00014938,SYS0006024,2022-03-25,Exit / Decommission,2639.48,2207.8,45,40.6,-16.4,Strong,0,Delayed,Compensating controls reduced upgrade urgency.
OUT00014939,SYS0003518,2025-05-22,Exit / Decommission,2817.84,3154.86,45,52.4,12.0,Strong,4,Negotiated,Integration complexity was underestimated.
OUT00014940,SYS0000570,2025-04-11,Exit / Decommission,4252.83,3167.74,45,45.4,-25.5,Strong,0,Accepted,Dependency blast radius drove final sequencing.
OUT00014941,SYS0006660,2022-06-19,Exit / Decommission,2626.61,2176.01,45,45.7,-17.2,Strong,3,Delayed,Compensating controls reduced upgrade urgency.
OUT00014942,SYS0009912,2025-09-20,Hybrid Transformation,3059.49,2953.38,34,41.7,-3.5,Strong,0,Reduced,Compensating controls reduced upgrade urgency.
OUT00014943,SYS0002571,2025-04-20,Exit / Decommission,2825.87,2037.82,45,37.2,-27.9,Good,2,Negotiated,Business owner alignment delayed execution.
OUT00014944,SYS0002224,2026-04-21,Exit / Decommission,2944.2,4060.52,45,33.6,37.9,Mixed,0,Delayed,Vendor claim was partially valid.
OUT00014945,SYS0006029,2024-05-12,Exit / Decommission,6630.48,5798.36,45,48.3,-12.5,Strong,0,Avoided,Vendor claim was partially valid.
OUT00014946,SYS0006237,2022-06-12,Exit / Decommission,1954.46,1762.8,45,32.7,-9.8,Strong,5,Accepted,Dependency blast radius drove final sequencing.
OUT00014947,SYS0005393,2025-07-06,Exit / Decommission,565.06,570.53,45,45.9,1.0,Strong,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00014948,SYS0002661,2024-02-18,Exit / Decommission,6565.74,9081.32,45,64.2,38.3,Good,1,Delayed,Dependency blast radius drove final sequencing.
OUT00014949,SYS0005890,2023-08-01,Exit / Decommission,678.97,603.45,45,62.5,-11.1,Strong,2,Negotiated,Vendor claim was partially valid.
OUT00014950,SYS0000551,2023-10-02,Exit / Decommission,5466.39,6960.23,45,42.7,27.3,Strong,4,Escalated,Vendor claim was partially valid.
OUT00014951,SYS0004892,2023-09-10,Exit / Decommission,3279.68,4205.75,45,59.7,28.2,Strong,3,Reduced,Integration complexity was underestimated.
OUT00014952,SYS0001650,2023-06-02,Exit / Decommission,1529.71,1368.35,45,46.8,-10.5,Strong,1,Escalated,Compensating controls reduced upgrade urgency.
OUT00014953,SYS0007239,2024-11-22,Exit / Decommission,15984.23,13724.65,45,64.0,-14.1,Strong,6,Negotiated,Integration complexity was underestimated.
OUT00014954,SYS0007965,2022-07-20,Exit / Decommission,986.34,874.72,45,66.6,-11.3,Strong,3,Avoided,Vendor claim was partially valid.
OUT00014955,SYS0004984,2023-10-29,Exit / Decommission,13332.45,12118.92,45,51.1,-9.1,Strong,0,Accepted,Vendor claim was partially valid.
OUT00014956,SYS0007890,2023-11-29,Exit / Decommission,1088.85,1062.05,45,42.7,-2.5,Strong,0,Accepted,Integration complexity was underestimated.
OUT00014957,SYS0000042,2022-01-23,Exit / Decommission,14702.55,18530.58,45,42.2,26.0,Good,0,Reduced,Entitlement evidence improved negotiation position.
OUT00014958,SYS0011089,2022-03-22,Exit / Decommission,3691.26,4696.96,45,37.6,27.2,Good,7,Negotiated,Compensating controls reduced upgrade urgency.
OUT00014959,SYS0002195,2022-12-20,Exit / Decommission,3920.71,3119.26,45,45.2,-20.4,Strong,3,Avoided,Dependency blast radius drove final sequencing.
OUT00014960,SYS0002707,2022-11-20,Exit / Decommission,28073.01,33646.67,45,46.8,19.9,Strong,0,Delayed,Entitlement evidence improved negotiation position.
OUT00014961,SYS0011933,2022-05-24,Exit / Decommission,978.55,807.56,45,50.5,-17.5,Strong,4,Escalated,Entitlement evidence improved negotiation position.
OUT00014962,SYS0010592,2023-04-16,Extend Independent Support,18985.47,19888.22,22,30.8,4.8,Strong,3,Negotiated,Business owner alignment delayed execution.
OUT00014963,SYS0003938,2024-07-06,Exit / Decommission,4081.13,3894.34,45,45.6,-4.6,Strong,3,Reduced,Compensating controls reduced upgrade urgency.
OUT00014964,SYS0005132,2022-04-09,Exit / Decommission,10713.99,12782.35,45,37.6,19.3,Strong,2,Negotiated,Compensating controls reduced upgrade urgency.
OUT00014965,SYS0007902,2023-10-23,Exit / Decommission,5079.8,4384.93,45,53.5,-13.7,Strong,7,Delayed,Vendor claim was partially valid.
OUT00014966,SYS0005979,2022-03-25,Extend Independent Support,62706.12,63444.86,22,19.3,1.2,Good,10,Accepted,Compensating controls reduced upgrade urgency.
OUT00014967,SYS0000857,2023-03-07,Exit / Decommission,8440.69,6337.43,45,46.0,-24.9,Good,5,Avoided,Entitlement evidence improved negotiation position.
OUT00014968,SYS0006468,2023-08-26,Exit / Decommission,6984.44,6391.98,45,49.3,-8.5,Strong,2,Accepted,Compensating controls reduced upgrade urgency.
OUT00014969,SYS0002069,2024-09-14,Exit / Decommission,2063.22,2308.93,45,59.6,11.9,Strong,2,Avoided,Integration complexity was underestimated.
OUT00014970,SYS0001618,2025-04-02,Exit / Decommission,1646.58,1022.79,45,58.2,-37.9,Strong,0,Escalated,Integration complexity was underestimated.
OUT00014971,SYS0007573,2022-08-30,Exit / Decommission,3090.33,2536.82,45,44.6,-17.9,Strong,0,Negotiated,Business owner alignment delayed execution.
OUT00014972,SYS0004122,2025-11-08,Exit / Decommission,3914.17,5096.42,45,43.4,30.2,Strong,1,Escalated,Integration complexity was underestimated.
OUT00014973,SYS0000156,2026-03-11,Exit / Decommission,14015.0,18587.51,45,37.4,32.6,Good,0,Avoided,Dependency blast radius drove final sequencing.
OUT00014974,SYS0002632,2024-09-20,Exit / Decommission,10684.65,12653.83,45,53.7,18.4,Strong,7,Avoided,Integration complexity was underestimated.
OUT00014975,SYS0006657,2023-09-23,Exit / Decommission,1379.42,2337.31,45,44.4,69.4,Mixed,8,Accepted,Entitlement evidence improved negotiation position.
