application_id,system_id,application_name,application_category,architecture_pattern,primary_language,deployment_model,user_count,transaction_volume_daily,revenue_dependency_eur,business_owner,technical_owner,release_frequency,documentation_quality
APP0002650,SYS0009677,SUP-ECC-09677 App,Core Processing,3-tier,ABAP,Kubernetes,781,4907,3748304.51,Business Owner - Supply Chain,Supply Chain Platform Team,Semi-Annual,0.654
APP0002651,SYS0009678,COM-ECC-09678 App,Risk Engine,SOA,ABAP,VM,1408,111924,53449443.77,Business Owner - Commercial Banking,Commercial Banking Platform Team,Monthly,0.646
APP0002652,SYS0009681,CUS-FILENET-09681 App,AI-Native,Monolith,ABAP,VM,8337,1464,4366965.69,Business Owner - Customer Operations,Customer Operations Platform Team,Weekly,0.743
APP0002653,SYS0009684,SEC-COGNOS-09684 App,API Service,Monolith,C#,Kubernetes,492,2789,4697737.37,Business Owner - Security,Security Platform Team,Ad-hoc,0.203
APP0002654,SYS0009687,INS-TIVOLI-09687 App,Reporting,Batch,Python,VM,3021,3150,1887294.86,Business Owner - Insurance,Insurance Platform Team,Monthly,0.559
APP0002655,SYS0009690,COM-AI-NATIVE-09690 App,AI-Native,SOA,Python,VM,7456,1968,1189072.52,Business Owner - Commercial Banking,Commercial Banking Platform Team,Weekly,0.504
APP0002656,SYS0009704,DAT-CA-09704 App,Data Platform,3-tier,COBOL,Mainframe,2460,41870,17768597.71,Business Owner - Data & Analytics,Data & Analytics Platform Team,Semi-Annual,0.655
APP0002657,SYS0009705,PAY-FILENET-09705 App,Core Processing,3-tier,COBOL,VM,354,130428,9699297.05,Business Owner - Payments,Payments Platform Team,Quarterly,0.158
APP0002658,SYS0009706,COM-AI-NATIVE-09706 App,Customer Portal,SOA,Go,Hybrid,3052,5845,4266099.52,Business Owner - Commercial Banking,Commercial Banking Platform Team,Ad-hoc,0.896
APP0002659,SYS0009708,CUS-CA-09708 App,ERP Module,Microservices,Go,Kubernetes,668,10685,5048521.01,Business Owner - Customer Operations,Customer Operations Platform Team,Semi-Annual,0.769
APP0002660,SYS0009709,DIG-LEGACY-09709 App,Risk Engine,SOA,Python,VM,306,1298,1532617.6,Business Owner - Digital Channels,Digital Channels Platform Team,Semi-Annual,0.595
APP0002661,SYS0009710,HR-FILENET-09710 App,Risk Engine,Event-driven,Python,VM,25,2152,2450588.18,Business Owner - HR,HR Platform Team,Monthly,0.741
APP0002662,SYS0009711,WEA-ECC-09711 App,API Service,Event-driven,COBOL,Hybrid,4580,16745,6346452.5,Business Owner - Wealth,Wealth Platform Team,Ad-hoc,0.619
APP0002663,SYS0009726,SUP-FILENET-09726 App,Customer Portal,3-tier,ABAP,VM,149,28474,1204634.26,Business Owner - Supply Chain,Supply Chain Platform Team,Weekly,0.383
APP0002664,SYS0009729,SEC-COGNOS-09729 App,Reporting,Batch,ABAP,VM,1277,142013,42203990.43,Business Owner - Security,Security Platform Team,Quarterly,0.627
APP0002665,SYS0009737,RIS-AI-NATIVE-09737 App,ERP Module,Microservices,Mixed,Kubernetes,1003,5670,55876299.22,Business Owner - Risk,Risk Platform Team,Weekly,0.566
APP0002666,SYS0009741,LEG-FILENET-09741 App,Risk Engine,Microservices,JavaScript,Hybrid,431,7798,27388527.91,Business Owner - Legal,Legal Platform Team,Monthly,0.591
APP0002667,SYS0009742,CUS-TIVOLI-09742 App,Risk Engine,Microservices,C#,Hybrid,2460,8833,92207053.85,Business Owner - Customer Operations,Customer Operations Platform Team,Weekly,0.668
APP0002668,SYS0009743,SEC-TIVOLI-09743 App,Data Platform,Monolith,Python,Bare Metal,1147,1673,1899063.14,Business Owner - Security,Security Platform Team,Quarterly,0.557
APP0002669,SYS0009753,M&A-COGNOS-09753 App,Workflow,SOA,COBOL,Bare Metal,1222,12487,49621690.43,Business Owner - M&A Office,M&A Office Platform Team,Semi-Annual,0.432
APP0002670,SYS0009755,PAY-LEGACY-09755 App,AI-Native,Monolith,C#,Kubernetes,1180,21469,6946504.48,Business Owner - Payments,Payments Platform Team,Weekly,0.403
APP0002671,SYS0009760,M&A-CA-09760 App,Customer Portal,SOA,JavaScript,VM,5278,5142,1766031.27,Business Owner - M&A Office,M&A Office Platform Team,Ad-hoc,0.496
APP0002672,SYS0009762,CUS-ECC-09762 App,Customer Portal,Microservices,Java,Hybrid,12638,7061,376636.48,Business Owner - Customer Operations,Customer Operations Platform Team,Monthly,0.56
APP0002673,SYS0009765,DAT-S4HANA-09765 App,Risk Engine,Microservices,C#,VM,5169,132271,18798920.89,Business Owner - Data & Analytics,Data & Analytics Platform Team,Monthly,0.478
APP0002674,SYS0009769,WEA-TIVOLI-09769 App,Risk Engine,SOA,Java,VM,1863,5111,813695.9,Business Owner - Wealth,Wealth Platform Team,Quarterly,0.413
APP0002675,SYS0009772,M&A-COGNOS-09772 App,ERP Module,Monolith,PL/SQL,Hybrid,3264,5152,32841155.46,Business Owner - M&A Office,M&A Office Platform Team,Ad-hoc,0.709
APP0002676,SYS0009780,INF-TIVOLI-09780 App,Customer Portal,Batch,C#,VM,9846,4095,3125065.91,Business Owner - Infrastructure,Infrastructure Platform Team,Ad-hoc,0.512
APP0002677,SYS0009784,FIN-S4HANA-09784 App,Data Platform,3-tier,Python,Hybrid,780,18166,4885463.75,Business Owner - Finance,Finance Platform Team,Ad-hoc,0.248
APP0002678,SYS0009785,INS-AI-NATIVE-09785 App,Customer Portal,Batch,Python,VM,2107,30174,383437.99,Business Owner - Insurance,Insurance Platform Team,Semi-Annual,0.753
APP0002679,SYS0009787,INS-AI-NATIVE-09787 App,Core Processing,3-tier,JavaScript,Managed PaaS,5359,5415,24787121.68,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.671
APP0002680,SYS0009788,CUS-S4HANA-09788 App,Workflow,3-tier,Java,Hybrid,565,11271,6377787.27,Business Owner - Customer Operations,Customer Operations Platform Team,Quarterly,0.782
APP0002681,SYS0009795,SEC-AI-NATIVE-09795 App,AI-Native,Monolith,Python,Kubernetes,378,515,6708982.73,Business Owner - Security,Security Platform Team,Semi-Annual,0.557
APP0002682,SYS0009796,WEA-LEGACY-09796 App,ERP Module,Monolith,C#,Kubernetes,1279,84518,19059635.25,Business Owner - Wealth,Wealth Platform Team,Quarterly,0.662
APP0002683,SYS0009797,DIG-LEGACY-09797 App,Core Processing,Event-driven,C#,Bare Metal,81,72904,6148012.26,Business Owner - Digital Channels,Digital Channels Platform Team,Quarterly,0.652
APP0002684,SYS0009800,FIN-BUSINESSOBJECTS-09800 App,Data Platform,AI-agentic workflow,Java,VM,217,61866,12855450.17,Business Owner - Finance,Finance Platform Team,Ad-hoc,0.811
APP0002685,SYS0009808,HR-COGNOS-09808 App,ERP Module,Batch,COBOL,Mainframe,146,39015,19739655.4,Business Owner - HR,HR Platform Team,Ad-hoc,0.681
APP0002686,SYS0009810,LEG-LEGACY-09810 App,Risk Engine,Microservices,Java,Kubernetes,455,2966,3879084.11,Business Owner - Legal,Legal Platform Team,Semi-Annual,0.558
APP0002687,SYS0009812,HR-LEGACY-09812 App,API Service,Microservices,ABAP,Bare Metal,953,12866,19532178.41,Business Owner - HR,HR Platform Team,Weekly,0.572
APP0002688,SYS0009814,RIS-FILENET-09814 App,Workflow,Event-driven,Python,Mainframe,4399,103305,25226205.95,Business Owner - Risk,Risk Platform Team,Quarterly,0.953
APP0002689,SYS0009816,HR-FILENET-09816 App,Workflow,3-tier,Java,Managed PaaS,529,1075,1422035.97,Business Owner - HR,HR Platform Team,Quarterly,0.744
APP0002690,SYS0009819,LEG-TIVOLI-09819 App,Core Processing,Batch,Java,VM,7069,102603,3039843.41,Business Owner - Legal,Legal Platform Team,Monthly,0.568
APP0002691,SYS0009820,HR-AI-NATIVE-09820 App,API Service,Mainframe-linked,Java,VM,251,23237,7618415.09,Business Owner - HR,HR Platform Team,Monthly,0.602
APP0002692,SYS0009824,COM-LEGACY-09824 App,API Service,Microservices,JavaScript,VM,2029,21838,58788320.58,Business Owner - Commercial Banking,Commercial Banking Platform Team,Quarterly,0.501
APP0002693,SYS0009831,SUP-BUSINESSOBJECTS-09831 App,Batch,SOA,PL/SQL,VM,1911,22050,1339292.04,Business Owner - Supply Chain,Supply Chain Platform Team,Quarterly,0.58
APP0002694,SYS0009838,MAN-ECC-09838 App,Risk Engine,3-tier,Go,VM,383,1118,5105850.88,Business Owner - Manufacturing,Manufacturing Platform Team,Semi-Annual,0.57
APP0002695,SYS0009847,MAN-AI-NATIVE-09847 App,Reporting,Microservices,C#,Kubernetes,2895,48875,2676434.59,Business Owner - Manufacturing,Manufacturing Platform Team,Monthly,0.831
APP0002696,SYS0009854,RIS-TIVOLI-09854 App,AI-Native,3-tier,ABAP,Bare Metal,55414,16640,15824451.91,Business Owner - Risk,Risk Platform Team,Quarterly,0.889
APP0002697,SYS0009859,WEA-FILENET-09859 App,Batch,AI-agentic workflow,Java,Bare Metal,737,25956,3361703.22,Business Owner - Wealth,Wealth Platform Team,Monthly,0.572
APP0002698,SYS0009860,LEG-S4HANA-09860 App,ERP Module,Monolith,Java,VM,2374,109666,1895407.45,Business Owner - Legal,Legal Platform Team,Ad-hoc,0.762
APP0002699,SYS0009861,SEC-FILENET-09861 App,Batch,SOA,JavaScript,Bare Metal,1385,25073,34070751.21,Business Owner - Security,Security Platform Team,Semi-Annual,0.741
APP0002700,SYS0009865,RIS-TIVOLI-09865 App,Workflow,Monolith,ABAP,VM,13391,27510,1499028.65,Business Owner - Risk,Risk Platform Team,Ad-hoc,0.503
APP0002701,SYS0009868,HR-S4HANA-09868 App,ERP Module,SOA,Python,Kubernetes,794,16107,20261405.81,Business Owner - HR,HR Platform Team,Quarterly,0.762
APP0002702,SYS0009875,WEA-ECC-09875 App,Core Processing,Batch,Java,VM,2152,4499,6103247.32,Business Owner - Wealth,Wealth Platform Team,Ad-hoc,0.708
APP0002703,SYS0009876,SEC-AI-NATIVE-09876 App,Core Processing,Monolith,Java,Kubernetes,377,31302,12358995.77,Business Owner - Security,Security Platform Team,Monthly,0.697
APP0002704,SYS0009879,PAY-AI-NATIVE-09879 App,Reporting,Event-driven,Mixed,Hybrid,471,45655,3536763.41,Business Owner - Payments,Payments Platform Team,Weekly,0.742
APP0002705,SYS0009882,SUP-COGNOS-09882 App,AI-Native,SOA,C#,Hybrid,1805,64137,6596803.77,Business Owner - Supply Chain,Supply Chain Platform Team,Monthly,0.325
APP0002706,SYS0009883,INS-TIVOLI-09883 App,Workflow,3-tier,ABAP,Hybrid,811,232867,2067595.42,Business Owner - Insurance,Insurance Platform Team,Monthly,0.68
APP0002707,SYS0009889,PAY-AI-NATIVE-09889 App,Data Platform,Mainframe-linked,JavaScript,Managed PaaS,413,1831,13181160.81,Business Owner - Payments,Payments Platform Team,Monthly,0.563
APP0002708,SYS0009892,M&A-FILENET-09892 App,ERP Module,Mainframe-linked,Java,Hybrid,460,1997,28293709.3,Business Owner - M&A Office,M&A Office Platform Team,Ad-hoc,0.628
APP0002709,SYS0009895,HR-LEGACY-09895 App,Workflow,Monolith,Python,VM,2448,994712,1710527.07,Business Owner - HR,HR Platform Team,Monthly,0.832
APP0002710,SYS0009904,SEC-CA-09904 App,Risk Engine,Batch,Java,Hybrid,2236,2925,4050574.71,Business Owner - Security,Security Platform Team,Weekly,0.639
APP0002711,SYS0009911,HR-COGNOS-09911 App,Core Processing,3-tier,Java,Bare Metal,730,19462,1700269.22,Business Owner - HR,HR Platform Team,Semi-Annual,0.739
APP0002712,SYS0009913,SUP-BUSINESSOBJECTS-09913 App,ERP Module,Microservices,C#,VM,2865,36411,994838.97,Business Owner - Supply Chain,Supply Chain Platform Team,Quarterly,0.549
APP0002713,SYS0009915,CUS-S4HANA-09915 App,ERP Module,Event-driven,Go,Hybrid,913,30181,14042854.46,Business Owner - Customer Operations,Customer Operations Platform Team,Semi-Annual,0.644
APP0002714,SYS0009916,FIN-FILENET-09916 App,Workflow,SOA,JavaScript,VM,6620,20659,8620485.92,Business Owner - Finance,Finance Platform Team,Semi-Annual,0.442
APP0002715,SYS0009931,CUS-AI-NATIVE-09931 App,Core Processing,Batch,COBOL,VM,1018,326172,11739318.78,Business Owner - Customer Operations,Customer Operations Platform Team,Monthly,0.855
APP0002716,SYS0009938,INS-ECC-09938 App,Core Processing,Microservices,ABAP,Mainframe,1615,13301,28942765.57,Business Owner - Insurance,Insurance Platform Team,Semi-Annual,0.602
APP0002717,SYS0009947,SEC-S4HANA-09947 App,AI-Native,Microservices,Mixed,Managed PaaS,44,43966,12999032.16,Business Owner - Security,Security Platform Team,Monthly,0.162
APP0002718,SYS0009951,DAT-S4HANA-09951 App,Risk Engine,Event-driven,Python,Kubernetes,408,7224,5347037.21,Business Owner - Data & Analytics,Data & Analytics Platform Team,Semi-Annual,0.344
APP0002719,SYS0009955,RET-FILENET-09955 App,Workflow,Microservices,Python,VM,1390,5506,13423887.01,Business Owner - Retail Banking,Retail Banking Platform Team,Monthly,0.646
APP0002720,SYS0009956,WEA-ECC-09956 App,Workflow,Monolith,ABAP,VM,1131,50274,6100062.98,Business Owner - Wealth,Wealth Platform Team,Semi-Annual,0.641
APP0002721,SYS0009957,DAT-COGNOS-09957 App,Batch,Mainframe-linked,Java,Bare Metal,699,9773,23985292.37,Business Owner - Data & Analytics,Data & Analytics Platform Team,Quarterly,0.56
APP0002722,SYS0009958,SUP-BUSINESSOBJECTS-09958 App,Risk Engine,3-tier,JavaScript,VM,2276,3783,2375867.2,Business Owner - Supply Chain,Supply Chain Platform Team,Monthly,0.576
APP0002723,SYS0009959,COM-ECC-09959 App,ERP Module,Monolith,PL/SQL,VM,954,751,21931918.91,Business Owner - Commercial Banking,Commercial Banking Platform Team,Quarterly,0.871
APP0002724,SYS0009960,FIN-LEGACY-09960 App,Customer Portal,Monolith,Java,VM,678,4272,3697597.24,Business Owner - Finance,Finance Platform Team,Semi-Annual,0.404
APP0002725,SYS0009968,SUP-LEGACY-09968 App,Batch,3-tier,Python,VM,2782,127975,7069011.94,Business Owner - Supply Chain,Supply Chain Platform Team,Weekly,0.453
APP0002726,SYS0009971,CUS-AI-NATIVE-09971 App,Batch,Microservices,Python,Hybrid,1212,2920,1725751.48,Business Owner - Customer Operations,Customer Operations Platform Team,Semi-Annual,0.705
APP0002727,SYS0009972,RIS-FILENET-09972 App,Customer Portal,SOA,COBOL,VM,695,38611,450560.23,Business Owner - Risk,Risk Platform Team,Quarterly,0.799
APP0002728,SYS0009976,SUP-AI-NATIVE-09976 App,Batch,3-tier,Java,Hybrid,5152,13923,7739510.85,Business Owner - Supply Chain,Supply Chain Platform Team,Semi-Annual,0.303
APP0002729,SYS0009979,RIS-FILENET-09979 App,Reporting,AI-agentic workflow,C#,Hybrid,2698,41813,6409778.52,Business Owner - Risk,Risk Platform Team,Monthly,0.798
APP0002730,SYS0009982,LEG-COGNOS-09982 App,Data Platform,Monolith,Java,Hybrid,6505,982,2991632.03,Business Owner - Legal,Legal Platform Team,Weekly,0.584
APP0002731,SYS0009984,M&A-ECC-09984 App,ERP Module,3-tier,JavaScript,Managed PaaS,73,13779,50706862.1,Business Owner - M&A Office,M&A Office Platform Team,Monthly,0.721
APP0002732,SYS0009985,SEC-BUSINESSOBJECTS-09985 App,Reporting,3-tier,C#,Kubernetes,9253,47063,2170331.03,Business Owner - Security,Security Platform Team,Ad-hoc,0.808
APP0002733,SYS0009986,RIS-LEGACY-09986 App,AI-Native,SOA,ABAP,VM,881,518859,4852193.74,Business Owner - Risk,Risk Platform Team,Ad-hoc,0.693
APP0002734,SYS0009990,INF-COGNOS-09990 App,Customer Portal,3-tier,Python,VM,2045,206432,29966748.67,Business Owner - Infrastructure,Infrastructure Platform Team,Quarterly,0.652
APP0002735,SYS0009996,HR-COGNOS-09996 App,Core Processing,SOA,ABAP,Hybrid,652,7960,6147962.84,Business Owner - HR,HR Platform Team,Monthly,0.504
APP0002736,SYS0009998,SUP-AI-NATIVE-09998 App,ERP Module,SOA,Python,Mainframe,689,7936,7241560.04,Business Owner - Supply Chain,Supply Chain Platform Team,Monthly,0.349
APP0002737,SYS0009999,HR-COGNOS-09999 App,Data Platform,3-tier,COBOL,Kubernetes,742,5830,8180131.82,Business Owner - HR,HR Platform Team,Quarterly,0.559
APP0002738,SYS0010007,DAT-FILENET-10007 App,Core Processing,Monolith,Mixed,Managed PaaS,537,9097,8257966.51,Business Owner - Data & Analytics,Data & Analytics Platform Team,Monthly,0.522
APP0002739,SYS0010014,DIG-LEGACY-10014 App,Workflow,SOA,JavaScript,Kubernetes,1556,12939,574932.51,Business Owner - Digital Channels,Digital Channels Platform Team,Quarterly,0.691
APP0002740,SYS0010015,RET-S4HANA-10015 App,Customer Portal,3-tier,C#,Bare Metal,1377,9492,11441454.2,Business Owner - Retail Banking,Retail Banking Platform Team,Weekly,0.292
APP0002741,SYS0010017,CUS-FILENET-10017 App,Data Platform,Monolith,C#,Kubernetes,305,217691,8698034.95,Business Owner - Customer Operations,Customer Operations Platform Team,Weekly,0.314
APP0002742,SYS0010021,SUP-TIVOLI-10021 App,Data Platform,3-tier,Python,VM,250,1303,6487968.21,Business Owner - Supply Chain,Supply Chain Platform Team,Quarterly,0.544
APP0002743,SYS0010029,COM-BUSINESSOBJECTS-10029 App,Data Platform,Monolith,Java,Hybrid,294,52551,13230975.72,Business Owner - Commercial Banking,Commercial Banking Platform Team,Semi-Annual,0.405
APP0002744,SYS0010030,CUS-LEGACY-10030 App,Risk Engine,3-tier,C#,Hybrid,520,10447,902212.82,Business Owner - Customer Operations,Customer Operations Platform Team,Semi-Annual,0.572
APP0002745,SYS0010033,DIG-ECC-10033 App,API Service,Monolith,COBOL,VM,1145,12716,9391233.02,Business Owner - Digital Channels,Digital Channels Platform Team,Quarterly,0.55
APP0002746,SYS0010034,COM-LEGACY-10034 App,Risk Engine,3-tier,C#,VM,1820,19933,9155582.8,Business Owner - Commercial Banking,Commercial Banking Platform Team,Semi-Annual,0.413
APP0002747,SYS0010036,SEC-COGNOS-10036 App,Workflow,Event-driven,Java,Bare Metal,1261,13115,21455892.97,Business Owner - Security,Security Platform Team,Quarterly,0.582
APP0002748,SYS0010037,SEC-TIVOLI-10037 App,Customer Portal,3-tier,PL/SQL,Kubernetes,413,26949,43674673.33,Business Owner - Security,Security Platform Team,Monthly,0.535
APP0002749,SYS0010040,MAN-AI-NATIVE-10040 App,Risk Engine,Batch,Mixed,Bare Metal,4502,3468,4039598.71,Business Owner - Manufacturing,Manufacturing Platform Team,Weekly,0.611
APP0002750,SYS0010042,INF-TIVOLI-10042 App,Core Processing,Monolith,ABAP,Mainframe,168,2127,12333624.62,Business Owner - Infrastructure,Infrastructure Platform Team,Monthly,0.475
APP0002751,SYS0010045,MAN-ECC-10045 App,API Service,3-tier,Go,Mainframe,1569,7863,7386013.2,Business Owner - Manufacturing,Manufacturing Platform Team,Quarterly,0.928
APP0002752,SYS0010047,RIS-BUSINESSOBJECTS-10047 App,Risk Engine,Event-driven,Mixed,Kubernetes,589,8240,3634463.76,Business Owner - Risk,Risk Platform Team,Monthly,0.35
APP0002753,SYS0010049,COM-FILENET-10049 App,Reporting,Microservices,Python,Kubernetes,915,5141,2187257.87,Business Owner - Commercial Banking,Commercial Banking Platform Team,Ad-hoc,0.536
APP0002754,SYS0010050,COM-FILENET-10050 App,Data Platform,3-tier,PL/SQL,Managed PaaS,1707,18881,39470989.63,Business Owner - Commercial Banking,Commercial Banking Platform Team,Semi-Annual,0.449
APP0002755,SYS0010053,CUS-S4HANA-10053 App,API Service,Batch,JavaScript,VM,2142,49473,3001724.06,Business Owner - Customer Operations,Customer Operations Platform Team,Quarterly,0.408
APP0002756,SYS0010054,LEG-COGNOS-10054 App,Workflow,Batch,Java,Bare Metal,5929,13228,15007923.9,Business Owner - Legal,Legal Platform Team,Quarterly,0.54
APP0002757,SYS0010056,SEC-TIVOLI-10056 App,API Service,Batch,C#,VM,2902,154376,25333285.17,Business Owner - Security,Security Platform Team,Quarterly,0.742
APP0002758,SYS0010058,RET-ECC-10058 App,Customer Portal,Batch,Python,Kubernetes,1530,97003,55744643.48,Business Owner - Retail Banking,Retail Banking Platform Team,Ad-hoc,0.365
APP0002759,SYS0010064,DIG-AI-NATIVE-10064 App,Workflow,Mainframe-linked,COBOL,Kubernetes,1245,67187,42569915.91,Business Owner - Digital Channels,Digital Channels Platform Team,Quarterly,0.374
APP0002760,SYS0010071,INS-CA-10071 App,Data Platform,Mainframe-linked,C#,Kubernetes,1497,2670,39345113.73,Business Owner - Insurance,Insurance Platform Team,Monthly,0.537
APP0002761,SYS0010080,DAT-CA-10080 App,Customer Portal,Microservices,JavaScript,Hybrid,6292,17734,94586727.53,Business Owner - Data & Analytics,Data & Analytics Platform Team,Ad-hoc,0.778
APP0002762,SYS0010082,RET-S4HANA-10082 App,Risk Engine,3-tier,Mixed,VM,6495,2283,47460695.13,Business Owner - Retail Banking,Retail Banking Platform Team,Semi-Annual,0.779
APP0002763,SYS0010088,FIN-TIVOLI-10088 App,Reporting,AI-agentic workflow,Mixed,Mainframe,1094,6892,20639740.61,Business Owner - Finance,Finance Platform Team,Ad-hoc,0.564
APP0002764,SYS0010096,SEC-AI-NATIVE-10096 App,Reporting,SOA,C#,Kubernetes,171,22461,30615336.77,Business Owner - Security,Security Platform Team,Weekly,0.566
APP0002765,SYS0010097,SUP-TIVOLI-10097 App,API Service,SOA,ABAP,Hybrid,120,1528,14518524.99,Business Owner - Supply Chain,Supply Chain Platform Team,Quarterly,0.48
APP0002766,SYS0010101,HR-ECC-10101 App,API Service,Event-driven,ABAP,Kubernetes,1636,22164,3842002.45,Business Owner - HR,HR Platform Team,Semi-Annual,0.33
APP0002767,SYS0010103,SEC-LEGACY-10103 App,Data Platform,Microservices,ABAP,Bare Metal,917,8031,2560282.3,Business Owner - Security,Security Platform Team,Weekly,0.479
APP0002768,SYS0010109,INF-AI-NATIVE-10109 App,Risk Engine,Monolith,C#,Kubernetes,5093,11947,2230725.81,Business Owner - Infrastructure,Infrastructure Platform Team,Ad-hoc,0.458
APP0002769,SYS0010110,INF-S4HANA-10110 App,Customer Portal,3-tier,ABAP,Bare Metal,1340,259633,13892761.47,Business Owner - Infrastructure,Infrastructure Platform Team,Monthly,0.654
APP0002770,SYS0010114,SEC-ECC-10114 App,ERP Module,Microservices,ABAP,VM,803,4223,26406793.97,Business Owner - Security,Security Platform Team,Monthly,0.49
APP0002771,SYS0010116,INS-ECC-10116 App,Risk Engine,Microservices,C#,Bare Metal,1316,6407,15305282.91,Business Owner - Insurance,Insurance Platform Team,Semi-Annual,0.56
APP0002772,SYS0010127,LEG-CA-10127 App,ERP Module,Microservices,Mixed,Kubernetes,645,2532,1109543.25,Business Owner - Legal,Legal Platform Team,Ad-hoc,0.451
APP0002773,SYS0010131,HR-COGNOS-10131 App,Reporting,SOA,ABAP,Bare Metal,1259,11770,4519193.8,Business Owner - HR,HR Platform Team,Ad-hoc,0.293
APP0002774,SYS0010132,INF-FILENET-10132 App,Workflow,3-tier,C#,Bare Metal,22228,232851,1614299.58,Business Owner - Infrastructure,Infrastructure Platform Team,Semi-Annual,0.535
APP0002775,SYS0010133,DAT-ECC-10133 App,Batch,Monolith,Java,Managed PaaS,2164,3992,11456881.23,Business Owner - Data & Analytics,Data & Analytics Platform Team,Ad-hoc,0.478
APP0002776,SYS0010139,INS-TIVOLI-10139 App,Workflow,Event-driven,JavaScript,VM,8725,175587,7872481.08,Business Owner - Insurance,Insurance Platform Team,Ad-hoc,0.773
APP0002777,SYS0010143,HR-FILENET-10143 App,Batch,Batch,JavaScript,Managed PaaS,7238,2884,8844611.75,Business Owner - HR,HR Platform Team,Quarterly,0.605
APP0002778,SYS0010145,LEG-S4HANA-10145 App,Data Platform,AI-agentic workflow,C#,VM,820,11618,4172813.77,Business Owner - Legal,Legal Platform Team,Quarterly,0.857
APP0002779,SYS0010152,SUP-ECC-10152 App,Reporting,Mainframe-linked,COBOL,Hybrid,10256,11150,3680217.99,Business Owner - Supply Chain,Supply Chain Platform Team,Monthly,0.215
APP0002780,SYS0010154,WEA-BUSINESSOBJECTS-10154 App,Risk Engine,Microservices,C#,VM,22253,39615,75842990.48,Business Owner - Wealth,Wealth Platform Team,Quarterly,0.405
APP0002781,SYS0010156,SUP-BUSINESSOBJECTS-10156 App,Reporting,Event-driven,Python,VM,2591,55611,1203951.7,Business Owner - Supply Chain,Supply Chain Platform Team,Ad-hoc,0.662
APP0002782,SYS0010157,SUP-LEGACY-10157 App,Batch,3-tier,Java,Mainframe,389,24020,6244136.99,Business Owner - Supply Chain,Supply Chain Platform Team,Weekly,0.594
APP0002783,SYS0010160,SUP-CA-10160 App,Workflow,Microservices,Java,Hybrid,2912,1727,30019704.6,Business Owner - Supply Chain,Supply Chain Platform Team,Semi-Annual,0.656
APP0002784,SYS0010162,RIS-AI-NATIVE-10162 App,AI-Native,3-tier,C#,Kubernetes,3624,133,6728588.86,Business Owner - Risk,Risk Platform Team,Quarterly,0.326
APP0002785,SYS0010163,RET-S4HANA-10163 App,Customer Portal,Monolith,Python,Hybrid,12606,334669,1100163.79,Business Owner - Retail Banking,Retail Banking Platform Team,Monthly,0.392
APP0002786,SYS0010175,WEA-ECC-10175 App,Workflow,AI-agentic workflow,ABAP,Kubernetes,1960,43511,3498932.07,Business Owner - Wealth,Wealth Platform Team,Quarterly,0.587
APP0002787,SYS0010178,LEG-COGNOS-10178 App,Batch,SOA,C#,Managed PaaS,2008,5883,2238189.06,Business Owner - Legal,Legal Platform Team,Semi-Annual,0.544
APP0002788,SYS0010180,RET-CA-10180 App,Workflow,Batch,ABAP,VM,474,696,18488145.77,Business Owner - Retail Banking,Retail Banking Platform Team,Monthly,0.362
APP0002789,SYS0010187,SEC-CA-10187 App,Customer Portal,Batch,Mixed,Kubernetes,1180,8614,1215169.3,Business Owner - Security,Security Platform Team,Quarterly,0.287
APP0002790,SYS0010194,FIN-ECC-10194 App,Reporting,SOA,Mixed,VM,268,15318,3543072.19,Business Owner - Finance,Finance Platform Team,Ad-hoc,0.518
APP0002791,SYS0010197,INS-CA-10197 App,Batch,3-tier,C#,Kubernetes,490,28143,48722438.44,Business Owner - Insurance,Insurance Platform Team,Monthly,0.492
APP0002792,SYS0010199,CUS-CA-10199 App,Workflow,Monolith,ABAP,Mainframe,4285,21010,14275566.87,Business Owner - Customer Operations,Customer Operations Platform Team,Semi-Annual,0.239
APP0002793,SYS0010201,CUS-FILENET-10201 App,Workflow,Mainframe-linked,Java,Mainframe,1417,16420,982064.16,Business Owner - Customer Operations,Customer Operations Platform Team,Semi-Annual,0.359
APP0002794,SYS0010205,COM-ECC-10205 App,Batch,Batch,C#,Hybrid,823,2391,4806561.36,Business Owner - Commercial Banking,Commercial Banking Platform Team,Weekly,0.439
APP0002795,SYS0010206,DIG-S4HANA-10206 App,Risk Engine,Microservices,Java,VM,750,2491,2151407.78,Business Owner - Digital Channels,Digital Channels Platform Team,Semi-Annual,0.777
APP0002796,SYS0010212,INS-S4HANA-10212 App,Batch,Microservices,Java,Kubernetes,352,50304,348469.11,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.411
APP0002797,SYS0010214,DIG-ECC-10214 App,Batch,Monolith,COBOL,Mainframe,2924,7751,6022586.84,Business Owner - Digital Channels,Digital Channels Platform Team,Quarterly,0.5
APP0002798,SYS0010215,CUS-CA-10215 App,Customer Portal,Microservices,Java,VM,7729,3385,19121235.05,Business Owner - Customer Operations,Customer Operations Platform Team,Quarterly,0.584
APP0002799,SYS0010217,COM-COGNOS-10217 App,ERP Module,Microservices,JavaScript,Kubernetes,286,55059,1546500.62,Business Owner - Commercial Banking,Commercial Banking Platform Team,Monthly,0.479
