mapping_id,system_id,business_service_id,regulation,obligation,applicability,criticality,evidence_required,current_evidence_quality,compliance_exposure_score,audit_defensibility,jurisdiction
REG00019589,SYS0003845,BS000583,GDPR,Breach reporting,Direct,High,Breach reporting evidence pack,58.7,38.2,Moderate,UK
REG00019590,SYS0009407,BS000087,DORA,ICT risk management,Indirect,Medium,ICT risk management evidence pack,71.8,37.1,Moderate,APAC
REG00019591,SYS0002680,BS000708,SOX,Access attestation,Direct,High,Access attestation evidence pack,43.6,12.3,Strong,APAC
REG00019592,SYS0008682,BS000080,DORA,Operational resilience testing,Indirect,Medium,Operational resilience testing evidence pack,45.5,18.0,Strong,US
REG00019593,SYS0000113,BS000625,Internal Audit,Control evidence,Direct,Critical,Control evidence evidence pack,50.1,41.8,Moderate,UK
REG00019594,SYS0004035,BS000686,SOX,Change evidence,Evidence Only,High,Change evidence evidence pack,17.0,46.1,Moderate,UK
REG00019595,SYS0007131,BS000357,DORA,Operational resilience testing,Direct,High,Operational resilience testing evidence pack,51.4,20.9,Strong,LATAM
REG00019596,SYS0006147,BS000558,PCI-DSS,Segmentation evidence,Direct,Critical,Segmentation evidence evidence pack,37.9,30.6,Strong,EU
REG00019597,SYS0002813,BS000111,NIS2,Incident reporting,Indirect,High,Incident reporting evidence pack,36.8,42.5,Moderate,EU
REG00019598,SYS0009708,BS000245,HIPAA,Access logging,Watch,High,Access logging evidence pack,56.5,29.8,Strong,UK
REG00019599,SYS0004285,BS000259,SOX,Access attestation,Evidence Only,Critical,Access attestation evidence pack,46.6,46.7,Moderate,APAC
REG00019600,SYS0006133,BS000298,Operational Resilience,Impact tolerance,Direct,Medium,Impact tolerance evidence pack,70.7,4.9,Strong,US
REG00019601,SYS0011036,BS000224,SOX,Change evidence,Evidence Only,Critical,Change evidence evidence pack,71.2,37.8,Moderate,UK
REG00019602,SYS0004598,BS000130,PCI-DSS,Vulnerability management,Direct,High,Vulnerability management evidence pack,55.5,43.0,Moderate,UK
REG00019603,SYS0008108,BS000192,HIPAA,Protected data safeguards,Indirect,Medium,Protected data safeguards evidence pack,55.9,26.0,Strong,EU
REG00019604,SYS0007239,BS000109,PCI-DSS,Cardholder data protection,Direct,High,Cardholder data protection evidence pack,66.9,30.7,Strong,APAC
REG00019605,SYS0003528,BS000581,GDPR,Processor evidence,Indirect,Medium,Processor evidence evidence pack,50.4,46.6,Moderate,APAC
REG00019606,SYS0005516,BS000113,DORA,Third-party risk evidence,Indirect,Medium,Third-party risk evidence evidence pack,56.4,28.8,Strong,EU
REG00019607,SYS0010908,BS000167,GDPR,Data protection controls,Direct,Medium,Data protection controls evidence pack,19.1,31.3,Strong,Global
REG00019608,SYS0002180,BS000248,Operational Resilience,Service mapping,Direct,High,Service mapping evidence pack,78.4,32.7,Strong,UK
REG00019609,SYS0004864,BS000146,GDPR,Breach reporting,Direct,Medium,Breach reporting evidence pack,35.0,24.9,Strong,LATAM
REG00019610,SYS0004615,BS000483,GDPR,Data protection controls,Direct,High,Data protection controls evidence pack,68.2,1.1,Strong,Global
REG00019611,SYS0001043,BS000070,GDPR,Data protection controls,Indirect,Low,Data protection controls evidence pack,70.3,0.0,Strong,EU
REG00019612,SYS0005715,BS000135,GDPR,Data protection controls,Direct,Medium,Data protection controls evidence pack,40.1,16.2,Strong,EU
REG00019613,SYS0010869,BS000203,SOX,Access attestation,Direct,High,Access attestation evidence pack,69.3,56.7,Moderate,EU
REG00019614,SYS0005897,BS000706,DORA,Third-party risk evidence,Evidence Only,Medium,Third-party risk evidence evidence pack,92.0,12.3,Strong,LATAM
REG00019615,SYS0007858,BS000314,DORA,Third-party risk evidence,Indirect,High,Third-party risk evidence evidence pack,43.7,33.3,Strong,EU
REG00019616,SYS0002496,BS000465,Operational Resilience,Service mapping,Indirect,Critical,Service mapping evidence pack,70.6,33.4,Strong,UK
REG00019617,SYS0004909,BS000391,GDPR,Breach reporting,Indirect,Low,Breach reporting evidence pack,60.1,0.0,Strong,LATAM
REG00019618,SYS0007892,BS000298,NIS2,Incident reporting,Indirect,Low,Incident reporting evidence pack,67.1,22.5,Strong,EU
REG00019619,SYS0005527,BS000535,GDPR,Data protection controls,Direct,High,Data protection controls evidence pack,47.8,31.4,Strong,US
REG00019620,SYS0011828,BS000182,GDPR,Data protection controls,Indirect,High,Data protection controls evidence pack,50.5,39.8,Moderate,EU
REG00019621,SYS0001664,BS000100,Operational Resilience,Service mapping,Evidence Only,Low,Service mapping evidence pack,55.7,12.2,Strong,EU
REG00019622,SYS0004964,BS000241,GDPR,Data protection controls,Direct,High,Data protection controls evidence pack,57.1,19.9,Strong,EU
REG00019623,SYS0007061,BS000194,GDPR,Data protection controls,Direct,High,Data protection controls evidence pack,43.2,42.3,Moderate,LATAM
REG00019624,SYS0003785,BS000664,SOX,Financial reporting control,Indirect,High,Financial reporting control evidence pack,67.1,45.4,Moderate,EU
REG00019625,SYS0002441,BS000023,GDPR,Processor evidence,Direct,Low,Processor evidence evidence pack,53.1,9.5,Strong,APAC
REG00019626,SYS0008491,BS000250,PCI-DSS,Segmentation evidence,Indirect,Low,Segmentation evidence evidence pack,33.3,25.8,Strong,US
REG00019627,SYS0009223,BS000577,DORA,ICT risk management,Direct,Low,ICT risk management evidence pack,81.0,15.9,Strong,EU
REG00019628,SYS0001680,BS000449,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,55.1,23.2,Strong,Global
REG00019629,SYS0009665,BS000451,NIS2,Cyber risk governance,Evidence Only,Medium,Cyber risk governance evidence pack,47.4,25.8,Strong,LATAM
REG00019630,SYS0000786,BS000065,SOX,Change evidence,Direct,High,Change evidence evidence pack,19.5,47.7,Moderate,US
REG00019631,SYS0003783,BS000390,NIS2,Incident reporting,Direct,Low,Incident reporting evidence pack,82.8,0.0,Strong,APAC
REG00019632,SYS0003765,BS000362,DORA,ICT risk management,Direct,Medium,ICT risk management evidence pack,49.3,30.9,Strong,UK
REG00019633,SYS0010834,BS000105,Internal Audit,Risk acceptance,Watch,Medium,Risk acceptance evidence pack,65.5,12.3,Strong,UK
REG00019634,SYS0002390,BS000628,SOX,Access attestation,Evidence Only,Critical,Access attestation evidence pack,61.5,48.4,Moderate,EU
REG00019635,SYS0007663,BS000263,PCI-DSS,Segmentation evidence,Direct,Critical,Segmentation evidence evidence pack,46.9,38.6,Moderate,EU
REG00019636,SYS0008197,BS000032,SOX,Change evidence,Direct,High,Change evidence evidence pack,47.5,30.6,Strong,EU
REG00019637,SYS0001891,BS000273,SOX,Change evidence,Direct,High,Change evidence evidence pack,38.2,38.5,Moderate,US
REG00019638,SYS0003371,BS000532,HIPAA,Business associate evidence,Indirect,Medium,Business associate evidence evidence pack,35.7,23.0,Strong,Global
REG00019639,SYS0011231,BS000247,GDPR,Data protection controls,Direct,Low,Data protection controls evidence pack,30.7,16.6,Strong,EU
REG00019640,SYS0006471,BS000161,DORA,Operational resilience testing,Direct,High,Operational resilience testing evidence pack,77.5,4.9,Strong,US
REG00019641,SYS0001817,BS000275,NIS2,Cyber risk governance,Indirect,Critical,Cyber risk governance evidence pack,31.7,57.6,Moderate,EU
REG00019642,SYS0003714,BS000007,GDPR,Processor evidence,Watch,Medium,Processor evidence evidence pack,55.2,24.8,Strong,US
REG00019643,SYS0004498,BS000367,GDPR,Data protection controls,Evidence Only,High,Data protection controls evidence pack,47.4,34.3,Strong,EU
REG00019644,SYS0010215,BS000040,GDPR,Data protection controls,Watch,High,Data protection controls evidence pack,75.5,0.0,Strong,EU
REG00019645,SYS0007279,BS000583,SOX,Access attestation,Evidence Only,Medium,Access attestation evidence pack,46.9,15.7,Strong,UK
REG00019646,SYS0003935,BS000496,Operational Resilience,Service mapping,Direct,Medium,Service mapping evidence pack,67.3,30.8,Strong,US
REG00019647,SYS0008196,BS000011,NIS2,Cyber risk governance,Indirect,High,Cyber risk governance evidence pack,59.4,38.6,Moderate,US
REG00019648,SYS0001429,BS000476,Operational Resilience,Service mapping,Evidence Only,Critical,Service mapping evidence pack,49.6,33.5,Strong,US
REG00019649,SYS0004971,BS000353,PCI-DSS,Cardholder data protection,Indirect,High,Cardholder data protection evidence pack,49.2,26.2,Strong,LATAM
REG00019650,SYS0003713,BS000094,GDPR,Processor evidence,Direct,Low,Processor evidence evidence pack,26.7,32.9,Strong,EU
REG00019651,SYS0003308,BS000689,SOX,Change evidence,Evidence Only,Critical,Change evidence evidence pack,19.4,36.5,Moderate,US
REG00019652,SYS0002567,BS000363,PCI-DSS,Segmentation evidence,Evidence Only,High,Segmentation evidence evidence pack,15.8,47.3,Moderate,APAC
REG00019653,SYS0003500,BS000067,SOX,Change evidence,Indirect,High,Change evidence evidence pack,50.3,20.3,Strong,LATAM
REG00019654,SYS0009198,BS000683,SOX,Access attestation,Evidence Only,Low,Access attestation evidence pack,60.8,17.7,Strong,Global
REG00019655,SYS0008023,BS000176,NIS2,Cyber risk governance,Evidence Only,Medium,Cyber risk governance evidence pack,67.5,24.0,Strong,LATAM
REG00019656,SYS0004646,BS000620,PCI-DSS,Vulnerability management,Direct,Medium,Vulnerability management evidence pack,52.7,22.9,Strong,Global
REG00019657,SYS0000365,BS000316,SOX,Change evidence,Indirect,High,Change evidence evidence pack,51.8,43.4,Moderate,EU
REG00019658,SYS0006615,BS000445,GDPR,Breach reporting,Direct,Medium,Breach reporting evidence pack,51.6,25.0,Strong,LATAM
REG00019659,SYS0007386,BS000418,NIS2,Supply-chain security,Indirect,High,Supply-chain security evidence pack,58.5,37.2,Moderate,LATAM
REG00019660,SYS0010648,BS000645,HIPAA,Access logging,Evidence Only,High,Access logging evidence pack,44.2,21.6,Strong,APAC
REG00019661,SYS0009789,BS000642,GDPR,Data protection controls,Direct,High,Data protection controls evidence pack,27.8,47.4,Moderate,APAC
REG00019662,SYS0011492,BS000355,DORA,ICT risk management,Direct,High,ICT risk management evidence pack,32.4,47.5,Moderate,UK
REG00019663,SYS0002829,BS000178,Operational Resilience,Impact tolerance,Direct,Critical,Impact tolerance evidence pack,37.2,33.0,Strong,EU
REG00019664,SYS0004594,BS000111,GDPR,Breach reporting,Indirect,Critical,Breach reporting evidence pack,68.1,26.3,Strong,EU
REG00019665,SYS0004975,BS000589,PCI-DSS,Segmentation evidence,Direct,High,Segmentation evidence evidence pack,45.6,45.0,Moderate,Global
REG00019666,SYS0005454,BS000148,PCI-DSS,Vulnerability management,Indirect,Low,Vulnerability management evidence pack,49.8,0.0,Strong,EU
REG00019667,SYS0008958,BS000138,Operational Resilience,Scenario testing,Evidence Only,Medium,Scenario testing evidence pack,92.0,0.0,Strong,EU
REG00019668,SYS0009737,BS000022,GDPR,Data protection controls,Direct,Low,Data protection controls evidence pack,64.7,20.0,Strong,EU
REG00019669,SYS0010325,BS000334,SOX,Access attestation,Evidence Only,High,Access attestation evidence pack,56.2,20.6,Strong,UK
REG00019670,SYS0002711,BS000449,SOX,Access attestation,Direct,Low,Access attestation evidence pack,58.7,17.7,Strong,UK
REG00019671,SYS0007527,BS000267,PCI-DSS,Segmentation evidence,Indirect,High,Segmentation evidence evidence pack,48.1,22.2,Strong,EU
REG00019672,SYS0010167,BS000659,DORA,Operational resilience testing,Evidence Only,Critical,Operational resilience testing evidence pack,33.0,56.7,Moderate,EU
REG00019673,SYS0010787,BS000435,NIS2,Cyber risk governance,Watch,Medium,Cyber risk governance evidence pack,81.4,28.3,Strong,EU
REG00019674,SYS0006154,BS000561,Internal Audit,Control evidence,Indirect,Medium,Control evidence evidence pack,75.3,19.3,Strong,EU
REG00019675,SYS0000879,BS000414,GDPR,Processor evidence,Indirect,High,Processor evidence evidence pack,37.4,31.4,Strong,EU
REG00019676,SYS0010703,BS000342,Operational Resilience,Service mapping,Indirect,High,Service mapping evidence pack,47.2,13.8,Strong,UK
REG00019677,SYS0006410,BS000170,NIS2,Cyber risk governance,Indirect,Medium,Cyber risk governance evidence pack,63.2,32.0,Strong,Global
REG00019678,SYS0003712,BS000452,NIS2,Incident reporting,Indirect,Low,Incident reporting evidence pack,34.4,22.8,Strong,US
REG00019679,SYS0004593,BS000207,GDPR,Processor evidence,Indirect,High,Processor evidence evidence pack,47.7,14.3,Strong,Global
REG00019680,SYS0001322,BS000388,GDPR,Breach reporting,Indirect,Low,Breach reporting evidence pack,69.4,9.0,Strong,UK
REG00019681,SYS0004114,BS000104,HIPAA,Protected data safeguards,Indirect,Medium,Protected data safeguards evidence pack,24.6,31.5,Strong,UK
REG00019682,SYS0002294,BS000286,GDPR,Processor evidence,Watch,Critical,Processor evidence evidence pack,76.4,35.1,Moderate,EU
REG00019683,SYS0006624,BS000375,NIS2,Incident reporting,Indirect,Medium,Incident reporting evidence pack,69.2,14.9,Strong,US
REG00019684,SYS0002963,BS000355,PCI-DSS,Vulnerability management,Indirect,High,Vulnerability management evidence pack,36.6,34.2,Strong,UK
REG00019685,SYS0001108,BS000320,Operational Resilience,Scenario testing,Direct,High,Scenario testing evidence pack,30.3,48.3,Moderate,EU
REG00019686,SYS0008141,BS000447,SOX,Change evidence,Direct,Medium,Change evidence evidence pack,33.8,22.3,Strong,LATAM
REG00019687,SYS0011861,BS000288,NIS2,Incident reporting,Indirect,Critical,Incident reporting evidence pack,77.4,30.2,Strong,UK
REG00019688,SYS0011054,BS000086,DORA,Operational resilience testing,Indirect,High,Operational resilience testing evidence pack,92.2,13.8,Strong,APAC
REG00019689,SYS0000957,BS000601,NIS2,Cyber risk governance,Indirect,High,Cyber risk governance evidence pack,36.7,26.3,Strong,EU
REG00019690,SYS0011132,BS000352,HIPAA,Access logging,Watch,Critical,Access logging evidence pack,64.7,29.6,Strong,Global
REG00019691,SYS0004928,BS000238,PCI-DSS,Vulnerability management,Direct,High,Vulnerability management evidence pack,88.5,14.9,Strong,US
REG00019692,SYS0008095,BS000423,Internal Audit,Policy compliance,Direct,Critical,Policy compliance evidence pack,86.0,0.0,Strong,EU
REG00019693,SYS0003564,BS000172,GDPR,Processor evidence,Evidence Only,High,Processor evidence evidence pack,52.4,14.0,Strong,EU
REG00019694,SYS0000936,BS000238,NIS2,Supply-chain security,Indirect,Medium,Supply-chain security evidence pack,59.3,0.0,Strong,US
REG00019695,SYS0005312,BS000570,NIS2,Incident reporting,Direct,Medium,Incident reporting evidence pack,60.8,30.1,Strong,Global
REG00019696,SYS0009816,BS000506,GDPR,Breach reporting,Evidence Only,Medium,Breach reporting evidence pack,39.2,38.5,Moderate,UK
REG00019697,SYS0007680,BS000123,GDPR,Breach reporting,Indirect,Low,Breach reporting evidence pack,35.4,28.5,Strong,US
REG00019698,SYS0000167,BS000038,PCI-DSS,Cardholder data protection,Indirect,High,Cardholder data protection evidence pack,78.2,15.5,Strong,LATAM
REG00019699,SYS0005431,BS000544,NIS2,Cyber risk governance,Indirect,Medium,Cyber risk governance evidence pack,51.8,7.2,Strong,LATAM
REG00019700,SYS0009570,BS000319,NIS2,Cyber risk governance,Indirect,High,Cyber risk governance evidence pack,70.4,26.7,Strong,US
REG00019701,SYS0011947,BS000120,NIS2,Supply-chain security,Watch,Medium,Supply-chain security evidence pack,46.0,9.3,Strong,UK
REG00019702,SYS0004714,BS000234,PCI-DSS,Segmentation evidence,Indirect,High,Segmentation evidence evidence pack,44.9,69.1,Weak,EU
REG00019703,SYS0004733,BS000596,SOX,Access attestation,Direct,High,Access attestation evidence pack,44.2,42.8,Moderate,Global
REG00019704,SYS0003812,BS000289,NIS2,Supply-chain security,Watch,Low,Supply-chain security evidence pack,30.7,32.0,Strong,EU
REG00019705,SYS0003842,BS000057,GDPR,Data protection controls,Direct,Medium,Data protection controls evidence pack,51.8,33.1,Strong,EU
REG00019706,SYS0010310,BS000279,DORA,Operational resilience testing,Indirect,High,Operational resilience testing evidence pack,54.4,28.2,Strong,APAC
REG00019707,SYS0007391,BS000650,Operational Resilience,Service mapping,Evidence Only,Medium,Service mapping evidence pack,76.1,10.1,Strong,US
REG00019708,SYS0001592,BS000634,DORA,Third-party risk evidence,Indirect,Critical,Third-party risk evidence evidence pack,47.0,54.1,Moderate,EU
REG00019709,SYS0006027,BS000662,Operational Resilience,Scenario testing,Direct,Medium,Scenario testing evidence pack,75.9,24.1,Strong,Global
REG00019710,SYS0008087,BS000316,Operational Resilience,Service mapping,Evidence Only,Low,Service mapping evidence pack,65.3,7.9,Strong,EU
REG00019711,SYS0001287,BS000344,PCI-DSS,Segmentation evidence,Direct,Medium,Segmentation evidence evidence pack,65.5,24.4,Strong,EU
REG00019712,SYS0008117,BS000186,DORA,ICT risk management,Indirect,Low,ICT risk management evidence pack,44.8,0.0,Strong,APAC
REG00019713,SYS0000144,BS000267,Operational Resilience,Scenario testing,Direct,High,Scenario testing evidence pack,51.6,38.6,Moderate,APAC
REG00019714,SYS0000150,BS000434,NIS2,Cyber risk governance,Indirect,Critical,Cyber risk governance evidence pack,55.4,30.7,Strong,US
REG00019715,SYS0011232,BS000170,GDPR,Data protection controls,Watch,High,Data protection controls evidence pack,64.0,19.2,Strong,US
REG00019716,SYS0001432,BS000559,NIS2,Cyber risk governance,Direct,High,Cyber risk governance evidence pack,26.9,33.7,Strong,UK
REG00019717,SYS0007880,BS000598,NIS2,Cyber risk governance,Direct,High,Cyber risk governance evidence pack,52.7,21.0,Strong,LATAM
REG00019718,SYS0001189,BS000128,GDPR,Breach reporting,Indirect,Medium,Breach reporting evidence pack,50.0,16.5,Strong,UK
REG00019719,SYS0004394,BS000265,NIS2,Incident reporting,Direct,Medium,Incident reporting evidence pack,30.9,26.1,Strong,UK
REG00019720,SYS0003430,BS000584,PCI-DSS,Cardholder data protection,Direct,High,Cardholder data protection evidence pack,52.0,19.6,Strong,US
REG00019721,SYS0000730,BS000152,Operational Resilience,Scenario testing,Indirect,Low,Scenario testing evidence pack,44.2,11.5,Strong,US
REG00019722,SYS0005141,BS000455,Operational Resilience,Impact tolerance,Direct,Low,Impact tolerance evidence pack,70.6,21.8,Strong,US
REG00019723,SYS0010518,BS000009,SOX,Financial reporting control,Watch,Medium,Financial reporting control evidence pack,21.7,33.6,Strong,US
REG00019724,SYS0010727,BS000370,Operational Resilience,Impact tolerance,Direct,High,Impact tolerance evidence pack,61.4,43.4,Moderate,US
REG00019725,SYS0009805,BS000132,PCI-DSS,Segmentation evidence,Direct,High,Segmentation evidence evidence pack,62.1,13.8,Strong,Global
REG00019726,SYS0008231,BS000467,DORA,Third-party risk evidence,Direct,Medium,Third-party risk evidence evidence pack,32.1,33.4,Strong,EU
REG00019727,SYS0008436,BS000612,PCI-DSS,Vulnerability management,Indirect,Critical,Vulnerability management evidence pack,58.1,34.7,Strong,EU
REG00019728,SYS0005939,BS000257,NIS2,Incident reporting,Watch,Medium,Incident reporting evidence pack,85.0,8.4,Strong,LATAM
REG00019729,SYS0003066,BS000585,SOX,Financial reporting control,Direct,High,Financial reporting control evidence pack,57.8,20.9,Strong,EU
REG00019730,SYS0008998,BS000524,Internal Audit,Control evidence,Direct,Low,Control evidence evidence pack,47.6,20.6,Strong,LATAM
REG00019731,SYS0000700,BS000143,NIS2,Incident reporting,Direct,High,Incident reporting evidence pack,54.7,30.3,Strong,LATAM
REG00019732,SYS0005830,BS000450,GDPR,Data protection controls,Direct,Medium,Data protection controls evidence pack,58.5,26.5,Strong,EU
REG00019733,SYS0000940,BS000503,SOX,Access attestation,Direct,Critical,Access attestation evidence pack,30.5,49.3,Moderate,US
REG00019734,SYS0000463,BS000233,NIS2,Cyber risk governance,Direct,Medium,Cyber risk governance evidence pack,21.7,26.7,Strong,US
REG00019735,SYS0000784,BS000018,GDPR,Breach reporting,Direct,Low,Breach reporting evidence pack,64.0,0.0,Strong,UK
REG00019736,SYS0001189,BS000128,PCI-DSS,Segmentation evidence,Direct,Medium,Segmentation evidence evidence pack,64.3,10.5,Strong,UK
REG00019737,SYS0005349,BS000176,SOX,Financial reporting control,Evidence Only,Low,Financial reporting control evidence pack,44.4,11.2,Strong,LATAM
REG00019738,SYS0003342,BS000158,NIS2,Supply-chain security,Direct,Medium,Supply-chain security evidence pack,63.2,11.1,Strong,EU
REG00019739,SYS0009299,BS000080,GDPR,Breach reporting,Direct,Medium,Breach reporting evidence pack,79.9,18.7,Strong,LATAM
REG00019740,SYS0004765,BS000151,GDPR,Data protection controls,Indirect,High,Data protection controls evidence pack,73.6,39.7,Moderate,APAC
REG00019741,SYS0000171,BS000020,DORA,Third-party risk evidence,Evidence Only,High,Third-party risk evidence evidence pack,95.2,26.4,Strong,Global
REG00019742,SYS0001366,BS000447,PCI-DSS,Vulnerability management,Direct,Medium,Vulnerability management evidence pack,40.8,13.5,Strong,EU
REG00019743,SYS0002748,BS000137,NIS2,Cyber risk governance,Direct,Medium,Cyber risk governance evidence pack,56.9,17.2,Strong,US
REG00019744,SYS0004516,BS000653,NIS2,Supply-chain security,Watch,Low,Supply-chain security evidence pack,93.9,0.0,Strong,US
REG00019745,SYS0000704,BS000357,PCI-DSS,Vulnerability management,Direct,Medium,Vulnerability management evidence pack,19.6,35.2,Moderate,US
REG00019746,SYS0005615,BS000352,DORA,Operational resilience testing,Direct,High,Operational resilience testing evidence pack,12.8,43.0,Moderate,APAC
REG00019747,SYS0011161,BS000445,DORA,Third-party risk evidence,Indirect,High,Third-party risk evidence evidence pack,58.1,4.9,Strong,EU
REG00019748,SYS0007290,BS000593,GDPR,Data protection controls,Direct,Medium,Data protection controls evidence pack,47.1,17.1,Strong,EU
REG00019749,SYS0011509,BS000563,Operational Resilience,Service mapping,Direct,Medium,Service mapping evidence pack,49.6,28.6,Strong,US
REG00019750,SYS0011039,BS000613,NIS2,Incident reporting,Evidence Only,Low,Incident reporting evidence pack,66.8,8.0,Strong,EU
REG00019751,SYS0001504,BS000333,DORA,Third-party risk evidence,Evidence Only,Low,Third-party risk evidence evidence pack,67.6,0.0,Strong,Global
REG00019752,SYS0006139,BS000019,GDPR,Processor evidence,Evidence Only,Medium,Processor evidence evidence pack,41.2,25.2,Strong,EU
REG00019753,SYS0006404,BS000400,DORA,Third-party risk evidence,Direct,High,Third-party risk evidence evidence pack,49.8,19.6,Strong,UK
REG00019754,SYS0002243,BS000158,PCI-DSS,Segmentation evidence,Direct,Medium,Segmentation evidence evidence pack,36.0,31.5,Strong,UK
REG00019755,SYS0000013,BS000446,NIS2,Incident reporting,Direct,Medium,Incident reporting evidence pack,42.0,19.6,Strong,UK
REG00019756,SYS0001983,BS000513,HIPAA,Business associate evidence,Indirect,High,Business associate evidence evidence pack,54.4,34.6,Strong,UK
REG00019757,SYS0002633,BS000321,NIS2,Incident reporting,Direct,High,Incident reporting evidence pack,66.7,20.7,Strong,Global
REG00019758,SYS0001156,BS000572,GDPR,Data protection controls,Direct,High,Data protection controls evidence pack,17.6,46.8,Moderate,US
REG00019759,SYS0001474,BS000113,Internal Audit,Risk acceptance,Watch,High,Risk acceptance evidence pack,83.3,27.9,Strong,EU
REG00019760,SYS0003063,BS000142,NIS2,Cyber risk governance,Indirect,High,Cyber risk governance evidence pack,43.3,19.4,Strong,US
REG00019761,SYS0001350,BS000604,GDPR,Processor evidence,Indirect,High,Processor evidence evidence pack,64.9,44.9,Moderate,Global
REG00019762,SYS0011025,BS000446,Internal Audit,Risk acceptance,Indirect,High,Risk acceptance evidence pack,80.4,15.3,Strong,UK
REG00019763,SYS0007451,BS000606,PCI-DSS,Vulnerability management,Indirect,Medium,Vulnerability management evidence pack,43.7,21.9,Strong,Global
REG00019764,SYS0003138,BS000135,PCI-DSS,Segmentation evidence,Evidence Only,High,Segmentation evidence evidence pack,82.0,4.6,Strong,EU
REG00019765,SYS0003031,BS000310,GDPR,Processor evidence,Evidence Only,High,Processor evidence evidence pack,72.9,26.3,Strong,EU
REG00019766,SYS0006077,BS000268,NIS2,Incident reporting,Direct,High,Incident reporting evidence pack,71.9,16.7,Strong,EU
REG00019767,SYS0000678,BS000620,DORA,ICT risk management,Evidence Only,Critical,ICT risk management evidence pack,83.9,43.6,Moderate,UK
REG00019768,SYS0010510,BS000134,GDPR,Processor evidence,Watch,Medium,Processor evidence evidence pack,72.1,12.9,Strong,EU
REG00019769,SYS0004940,BS000603,Internal Audit,Control evidence,Direct,Medium,Control evidence evidence pack,71.7,9.9,Strong,LATAM
REG00019770,SYS0000395,BS000234,Operational Resilience,Scenario testing,Direct,Medium,Scenario testing evidence pack,84.2,0.0,Strong,LATAM
REG00019771,SYS0003406,BS000209,PCI-DSS,Vulnerability management,Indirect,Low,Vulnerability management evidence pack,84.4,4.3,Strong,EU
REG00019772,SYS0001421,BS000004,DORA,ICT risk management,Direct,Medium,ICT risk management evidence pack,29.9,43.4,Moderate,EU
REG00019773,SYS0011978,BS000463,Operational Resilience,Impact tolerance,Direct,Medium,Impact tolerance evidence pack,63.7,13.8,Strong,Global
REG00019774,SYS0010808,BS000179,GDPR,Data protection controls,Evidence Only,High,Data protection controls evidence pack,62.2,35.6,Moderate,APAC
REG00019775,SYS0004210,BS000715,Internal Audit,Policy compliance,Direct,Critical,Policy compliance evidence pack,60.3,19.3,Strong,UK
REG00019776,SYS0004415,BS000594,DORA,Third-party risk evidence,Direct,Medium,Third-party risk evidence evidence pack,57.3,10.0,Strong,Global
REG00019777,SYS0003119,BS000138,DORA,Operational resilience testing,Evidence Only,High,Operational resilience testing evidence pack,77.2,43.1,Moderate,Global
REG00019778,SYS0006464,BS000230,Internal Audit,Risk acceptance,Indirect,Low,Risk acceptance evidence pack,49.5,31.8,Strong,EU
REG00019779,SYS0006095,BS000596,Operational Resilience,Impact tolerance,Watch,Low,Impact tolerance evidence pack,70.8,0.0,Strong,EU
REG00019780,SYS0008045,BS000538,DORA,ICT risk management,Watch,Medium,ICT risk management evidence pack,52.5,16.6,Strong,EU
REG00019781,SYS0011301,BS000266,NIS2,Cyber risk governance,Direct,High,Cyber risk governance evidence pack,71.2,0.0,Strong,UK
REG00019782,SYS0008252,BS000193,HIPAA,Protected data safeguards,Evidence Only,High,Protected data safeguards evidence pack,56.4,39.8,Moderate,UK
REG00019783,SYS0010685,BS000510,PCI-DSS,Vulnerability management,Direct,Low,Vulnerability management evidence pack,45.2,2.3,Strong,Global
REG00019784,SYS0005726,BS000474,Internal Audit,Control evidence,Direct,High,Control evidence evidence pack,72.9,14.2,Strong,Global
REG00019785,SYS0009133,BS000713,PCI-DSS,Vulnerability management,Watch,Medium,Vulnerability management evidence pack,64.9,24.3,Strong,UK
REG00019786,SYS0001489,BS000680,Operational Resilience,Scenario testing,Direct,Low,Scenario testing evidence pack,44.4,19.8,Strong,EU
REG00019787,SYS0008700,BS000633,DORA,ICT risk management,Evidence Only,Critical,ICT risk management evidence pack,66.7,33.1,Strong,EU
REG00019788,SYS0010074,BS000313,GDPR,Data protection controls,Direct,Critical,Data protection controls evidence pack,70.7,27.2,Strong,US
REG00019789,SYS0002706,BS000146,Operational Resilience,Impact tolerance,Indirect,Medium,Impact tolerance evidence pack,68.7,5.3,Strong,Global
REG00019790,SYS0003698,BS000605,DORA,Third-party risk evidence,Direct,High,Third-party risk evidence evidence pack,45.0,32.2,Strong,EU
REG00019791,SYS0005299,BS000553,DORA,ICT risk management,Indirect,Low,ICT risk management evidence pack,87.8,3.0,Strong,UK
REG00019792,SYS0000317,BS000400,PCI-DSS,Vulnerability management,Direct,Medium,Vulnerability management evidence pack,64.3,16.2,Strong,APAC
REG00019793,SYS0009298,BS000626,GDPR,Processor evidence,Evidence Only,Medium,Processor evidence evidence pack,60.8,23.5,Strong,US
REG00019794,SYS0003831,BS000064,PCI-DSS,Segmentation evidence,Watch,High,Segmentation evidence evidence pack,79.3,14.0,Strong,EU
REG00019795,SYS0003425,BS000361,SOX,Change evidence,Indirect,Medium,Change evidence evidence pack,42.0,24.3,Strong,EU
