system_id,system_name,asset_type,business_service_id,business_service_name,business_unit,vendor,product,product_family,version,environment,hosting_model,region,owner_team,criticality,internet_exposed,data_sensitivity,lifecycle_stage,support_status,security_risk,technical_debt,regulatory_exposure,annual_run_cost_eur,install_date,last_change_date,cmdb_confidence,duplicate_group_id,source_system
SYS0010628,LEG-BUSINESSOBJECTS-10628,Application,BS000362,Enterprise Billing Service 0362,Legal,SAP,BusinessObjects,Analytics,4.3,Production,Private Cloud,APAC,Legal Platform Team,High,False,Confidential,Invest,Supported,Medium,High,Medium,770532.78,2019-05-23,2023-06-14,0.56,,ServiceNow
SYS0010629,FIN-MQ-10629,Middleware,BS000309,Enterprise Customer Service 0309,Finance,IBM,MQ,Integration,9.2,Production,On-Prem,EU,Finance Platform Team,Low,False,Internal,Retire,Supported,Medium,Medium,Medium,110844.48,2022-10-06,2024-09-17,0.132,,EA Repository
SYS0010630,FIN-HANA-10630,Database,BS000627,Global Payments Service 0627,Finance,SAP,HANA,Database,2.0 SPS05,Development,Public Cloud,Global,Finance Platform Team,Medium,False,Public,Strategic,Supported,Medium,Low,High,455579.92,2011-05-18,2025-02-12,0.646,,SAM Tool
SYS0010631,FIN-LEGACY-10631,Application,BS000226,Digital Identity Service 0226,Finance,Custom,Legacy Java Application,Custom,Java 8,Production,Private Cloud,EU,Finance Platform Team,Low,True,Public,Invest,Extended Support,Low,High,Medium,28124.27,2015-06-15,2025-06-30,0.876,,ServiceNow
SYS0010632,DAT-ECC-10632,ERP Module,BS000317,Critical Billing Service 0317,Data & Analytics,SAP,ECC,ERP,EHP8,Development,On-Prem,US,Data & Analytics Platform Team,High,True,Internal,Strategic,Vendor Announced EOL,High,High,Medium,1308611.33,2016-10-09,2023-03-13,0.782,,Excel Upload
SYS0010633,SUP-ECC-10633,ERP Module,BS000667,Customer Fulfilment Service 0667,Supply Chain,SAP,ECC,ERP,EHP8,Pre-Production,On-Prem,Global,Supply Chain Platform Team,Medium,False,Confidential,Strategic,Supported,Medium,Medium,High,237765.32,2025-05-17,2026-04-19,0.81,,ServiceNow
SYS0010634,DIG-ECC-10634,ERP Module,BS000108,Digital Payments Service 0108,Digital Channels,SAP,ECC,ERP,EHP7,Production,On-Prem,US,Digital Channels Platform Team,High,True,Confidential,Strategic,Extended Support,Medium,High,Medium,441816.25,2023-01-05,2024-02-16,0.935,DUP000204,ServiceNow
SYS0010635,COM-TIVOLI-10635,Application,BS000376,Critical Risk Service 0376,Commercial Banking,IBM,Tivoli / Spectrum Protect,Operations,7.1,DR,On-Prem,US,Commercial Banking Platform Team,Medium,False,Internal,Tolerate,Supported,High,Medium,High,51485.57,2024-08-27,2023-02-05,0.734,,SAM Tool
SYS0010636,M&A-MQ-10636,Middleware,BS000417,Customer Policy Service 0417,M&A Office,IBM,MQ,Integration,9.3,Production,Hybrid,Global,M&A Office Platform Team,Medium,False,Confidential,Strategic,Extended Support,High,Severe,Low,167792.68,2014-10-08,2023-01-28,0.5,,ServiceNow
SYS0010637,WEA-ORACLE-10637,Database,BS000505,Customer Trading Service 0505,Wealth,Oracle,Oracle Database,Database,11g,Production,On-Prem,EU,Wealth Platform Team,Low,False,Internal,Migrate,Unsupported,Medium,Medium,Medium,83317.35,2024-07-27,2024-10-31,0.81,,ServiceNow
SYS0010638,INS-KUBERNETES-10638,Platform,BS000670,Regional Customer Service 0670,Insurance,Open Source,Kubernetes,Container,1.24,Development,On-Prem,UK,Insurance Platform Team,Low,False,Internal,Tolerate,Supported,High,Medium,Medium,20605.56,2021-03-04,2023-03-28,0.747,,EA Repository
SYS0010639,HR-WINDOWS-10639,Platform,BS000248,Regulated Workforce Service 0248,HR,Microsoft,Windows Server,Operating System,2022,Production,Hybrid,Global,HR Platform Team,Medium,False,Confidential,Migrate,Extended Support,Medium,High,High,109693.88,2011-07-13,2025-01-21,0.573,,Excel Upload
SYS0010640,INF-DB2-10640,Database,BS000084,Critical Warehouse Service 0084,Infrastructure,IBM,Db2,Database,11.1,Test,Private Cloud,US,Infrastructure Platform Team,Critical,False,Internal,Invest,Unsupported,High,Medium,Low,85001.96,2015-01-11,2024-08-25,0.911,,Excel Upload
SYS0010641,MAN-NSX-10641,Platform,BS000288,Enterprise Customer Service 0288,Manufacturing,VMware,NSX,Network,4.1,Production,Hybrid,UK,Manufacturing Platform Team,High,False,Internal,Migrate,Supported,High,Medium,Low,372695.69,2015-10-24,2026-01-23,0.303,,BMC
SYS0010642,MAN-WEBSPHERE-10642,Middleware,BS000113,Shared Compliance Service 0113,Manufacturing,IBM,WebSphere Application Server,Middleware,9.0.5,DR,Private Cloud,Global,Manufacturing Platform Team,Medium,False,Restricted,Strategic,Supported,Medium,Medium,Low,53246.31,2020-12-02,2024-08-16,0.617,,Archer
SYS0010643,FIN-VSPHERE-10643,Platform,BS000525,Regional Billing Service 0525,Finance,VMware,vSphere,Virtualisation,8.0,Production,Hybrid,APAC,Finance Platform Team,Critical,False,Internal,Strategic,Vendor Announced EOL,High,Severe,Medium,274141.35,2009-05-24,2026-01-25,0.622,,EA Repository
SYS0010644,LEG-SQL-10644,Database,BS000409,Enterprise Ledger Service 0409,Legal,Microsoft,SQL Server,Database,2019,Production,On-Prem,Global,Legal Platform Team,Medium,False,Confidential,Migrate,Unsupported,Medium,Medium,Low,60647.18,2011-08-26,2024-12-01,0.826,,EA Repository
SYS0010645,RET-VSPHERE-10645,Platform,BS000546,Core Payments Service 0546,Retail Banking,VMware,vSphere,Virtualisation,6.7,DR,Private Cloud,US,Retail Banking Platform Team,Critical,True,Confidential,Migrate,Extended Support,Critical,Medium,Medium,278319.08,2011-04-10,2025-05-16,0.903,,Excel Upload
SYS0010646,CUS-POSTGRESQL-10646,Database,BS000245,Regulated Treasury Service 0245,Customer Operations,Open Source,PostgreSQL,Database,16,Test,On-Prem,EU,Customer Operations Platform Team,Medium,True,Internal,Strategic,Supported,High,High,High,10414.56,2021-05-23,2024-08-14,0.597,,ServiceNow
SYS0010647,CUS-S4HANA-10647,ERP Module,BS000688,Customer Fulfilment Service 0688,Customer Operations,SAP,S/4HANA,ERP,2021,Development,Private Cloud,Global,Customer Operations Platform Team,Low,False,Restricted,Invest,Supported,Critical,Medium,Critical,18936.15,2010-04-13,2023-08-05,0.652,,ServiceNow
SYS0010648,SEC-SQL-10648,Database,BS000645,Digital Procurement Service 0645,Security,Microsoft,SQL Server,Database,2016,Production,On-Prem,APAC,Security Platform Team,High,True,Public,Tolerate,Supported,Low,Medium,High,94784.53,2013-12-02,2024-09-03,0.507,,ServiceNow
SYS0010649,WEA-KUBERNETES-10649,Platform,BS000660,Customer Workforce Service 0660,Wealth,Open Source,Kubernetes,Container,1.27,Test,Private Cloud,US,Wealth Platform Team,Medium,False,Public,Migrate,Supported,Medium,High,High,8085.14,2009-02-13,2024-02-20,0.303,,ServiceNow
SYS0010650,SEC-SQL-10650,Database,BS000514,Core Ledger Service 0514,Security,Microsoft,SQL Server,Database,2022,Production,Private Cloud,EU,Security Platform Team,Critical,False,Internal,Invest,Extended Support,High,High,Medium,93797.57,2009-03-15,2026-01-30,0.722,,ServiceNow
SYS0010651,SEC-KUBERNETES-10651,Platform,BS000135,Regional Warehouse Service 0135,Security,Open Source,Kubernetes,Container,1.29,Production,On-Prem,LATAM,Security Platform Team,High,False,Confidential,Retire,Unsupported,Low,Medium,Medium,92393.0,2017-02-20,2023-09-07,0.816,,ServiceNow
SYS0010652,SEC-OPENSHIFT-10652,Platform,BS000106,Regional Trading Service 0106,Security,Red Hat,OpenShift,Container,4.10,Production,On-Prem,US,Security Platform Team,Low,False,Confidential,Tolerate,Unsupported,High,Medium,Medium,25571.36,2018-01-18,2023-08-24,0.526,,EA Repository
SYS0010653,SEC-PIPO-10653,Middleware,BS000690,Regulated Reporting Service 0690,Security,SAP,PI/PO,Integration,7.31,Production,Private Cloud,EU,Security Platform Team,Low,False,Internal,Strategic,Supported,High,High,Medium,53231.41,2010-11-22,2026-02-11,0.547,DUP000191,Archer
SYS0010654,FIN-VSPHERE-10654,Platform,BS000627,Global Payments Service 0627,Finance,VMware,vSphere,Virtualisation,6.7,Production,Public Cloud,US,Finance Platform Team,Medium,False,Confidential,Migrate,Unsupported,Medium,Medium,High,318190.21,2025-05-30,2024-11-09,0.625,,Archer
SYS0010655,PAY-VSPHERE-10655,Platform,BS000635,Regulated Data Service 0635,Payments,VMware,vSphere,Virtualisation,6.7,Development,Public Cloud,Global,Payments Platform Team,Medium,False,Internal,Migrate,Supported,Medium,Medium,Medium,10968.26,2021-10-28,2024-09-11,0.86,,ServiceNow
SYS0010656,DAT-KAFKA-10656,Middleware,BS000463,Customer Procurement Service 0463,Data & Analytics,Open Source,Kafka,Integration,2.8,Production,Public Cloud,US,Data & Analytics Platform Team,Medium,True,Internal,Tolerate,Supported,Medium,Low,Medium,21855.87,2018-08-30,2025-09-20,0.556,,EA Repository
SYS0010657,WEA-WEBSPHERE-10657,Middleware,BS000617,Digital Settlement Service 0617,Wealth,IBM,WebSphere Application Server,Middleware,9.0.5,Production,Private Cloud,APAC,Wealth Platform Team,Medium,False,Confidential,Strategic,Supported,Medium,Medium,Medium,120739.58,2012-08-16,2024-03-09,0.585,DUP000073,BMC
SYS0010658,M&A-LEGACY-10658,Application,BS000356,Shared Pricing Service 0356,M&A Office,Custom,Legacy Java Application,Custom,Java 6,Pre-Production,On-Prem,US,M&A Office Platform Team,Medium,False,Confidential,Strategic,Extended Support,High,Low,Medium,119890.16,2013-10-02,2023-12-10,0.748,,BMC
SYS0010659,RET-VSPHERE-10659,Platform,BS000117,Customer Data Service 0117,Retail Banking,VMware,vSphere,Virtualisation,7.0,Production,Public Cloud,US,Retail Banking Platform Team,Medium,False,Internal,Invest,Supported,High,Medium,High,28643.26,2023-11-29,2024-08-12,0.88,,Excel Upload
SYS0010660,SUP-WINDOWS-10660,Platform,BS000185,Shared Reporting Service 0185,Supply Chain,Microsoft,Windows Server,Operating System,2022,Production,On-Prem,US,Supply Chain Platform Team,Low,False,Confidential,Strategic,Vendor Announced EOL,Medium,High,High,54202.51,2023-01-21,2025-08-20,0.915,,Excel Upload
SYS0010661,RIS-VSPHERE-10661,Platform,BS000614,Global Workforce Service 0614,Risk,VMware,vSphere,Virtualisation,7.0,Production,Public Cloud,EU,Risk Platform Team,Medium,False,Public,Strategic,Supported,High,Low,High,64259.56,2024-12-30,2023-08-10,0.532,,ServiceNow
SYS0010662,CUS-LEGACY-10662,Application,BS000468,Core Workforce Service 0468,Customer Operations,Custom,Legacy Java Application,Custom,Java 6,Production,On-Prem,UK,Customer Operations Platform Team,Low,False,Confidential,Invest,Supported,Medium,High,High,149732.82,2022-10-17,2023-08-13,0.813,,SAM Tool
SYS0010663,WEA-WEBSPHERE-10663,Middleware,BS000719,Regulated Workforce Service 0719,Wealth,IBM,WebSphere Application Server,Middleware,9.0.5,Development,Private Cloud,LATAM,Wealth Platform Team,High,False,Confidential,Invest,Supported,High,Medium,Low,385289.85,2025-05-09,2024-12-06,0.822,,Excel Upload
SYS0010664,HR-VCENTER-10664,Platform,BS000647,Core Claims Service 0647,HR,VMware,vCenter,Virtualisation,7.0,Production,Public Cloud,EU,HR Platform Team,High,False,Confidential,Invest,Supported,Medium,Low,Low,127693.47,2010-12-10,2024-07-18,0.682,,BMC
SYS0010665,HR-KAFKA-10665,Middleware,BS000547,Regulated Pricing Service 0547,HR,Open Source,Kafka,Integration,3.4,Production,On-Prem,UK,HR Platform Team,Low,False,Restricted,Migrate,Supported,Medium,Medium,High,17654.63,2024-02-19,2025-03-09,0.76,,ServiceNow
SYS0010666,SEC-TIVOLI-10666,Application,BS000028,Critical Procurement Service 0028,Security,IBM,Tivoli / Spectrum Protect,Operations,7.1,Production,Hybrid,EU,Security Platform Team,High,False,Confidential,Tolerate,Supported,Low,High,Low,235927.05,2014-08-22,2024-11-03,0.758,,SAM Tool
SYS0010667,MAN-TIVOLI-10667,Application,BS000134,Shared Fulfilment Service 0134,Manufacturing,IBM,Tivoli / Spectrum Protect,Operations,7.1,Production,On-Prem,Global,Manufacturing Platform Team,Medium,False,Internal,Tolerate,Vendor Announced EOL,Low,Medium,Low,123763.41,2008-09-17,2025-10-21,0.846,,ServiceNow
SYS0010668,FIN-KUBERNETES-10668,Platform,BS000271,Operational Pricing Service 0271,Finance,Open Source,Kubernetes,Container,1.27,Production,On-Prem,EU,Finance Platform Team,Medium,False,Internal,Retire,Supported,Critical,Medium,Critical,31503.48,2009-06-16,2023-11-23,0.355,,ServiceNow
SYS0010669,CUS-POSTGRESQL-10669,Database,BS000026,Global Payments Service 0026,Customer Operations,Open Source,PostgreSQL,Database,12,Production,Public Cloud,US,Customer Operations Platform Team,Medium,False,Internal,Tolerate,Extended Support,High,High,Critical,27140.53,2014-06-19,2025-05-22,0.763,,BMC
SYS0010670,COM-DB2-10670,Database,BS000674,Digital Workforce Service 0674,Commercial Banking,IBM,Db2,Database,12.1,Production,Hybrid,UK,Commercial Banking Platform Team,Medium,False,Internal,Strategic,Supported,Medium,Medium,Critical,559599.16,2024-06-15,2025-12-10,0.9,,BMC
SYS0010671,HR-ORACLE-10671,Database,BS000165,Critical Warehouse Service 0165,HR,Oracle,Oracle Database,Database,12c,Test,On-Prem,UK,HR Platform Team,High,False,Restricted,Tolerate,Supported,Critical,High,Medium,413607.3,2008-02-01,2024-05-18,0.762,,ServiceNow
SYS0010672,SUP-FILENET-10672,Application,BS000276,Digital Workforce Service 0276,Supply Chain,IBM,FileNet,Content,5.5.8,Production,On-Prem,EU,Supply Chain Platform Team,Low,True,Internal,Tolerate,Unsupported,High,Medium,Low,75763.85,2023-09-10,2025-05-22,0.985,,SAM Tool
SYS0010673,PAY-FILENET-10673,Application,BS000486,Critical Payments Service 0486,Payments,IBM,FileNet,Content,5.2,Production,Private Cloud,Global,Payments Platform Team,High,False,Internal,Migrate,Supported,Medium,Low,Medium,310617.54,2017-02-17,2023-07-18,0.834,,BMC
SYS0010674,CUS-ORACLE-10674,Database,BS000026,Global Payments Service 0026,Customer Operations,Oracle,Oracle Database,Database,12c,Test,On-Prem,EU,Customer Operations Platform Team,Medium,False,Internal,Tolerate,Supported,Medium,High,High,61544.11,2011-10-28,2024-12-01,0.941,,ServiceNow
SYS0010675,INF-MQ-10675,Middleware,BS000459,Digital Payments Service 0459,Infrastructure,IBM,MQ,Integration,9.1,Production,Private Cloud,UK,Infrastructure Platform Team,Medium,True,Internal,Invest,Vendor Announced EOL,Medium,Medium,Medium,88313.7,2017-08-25,2023-09-29,0.765,,Excel Upload
SYS0010676,INS-S4HANA-10676,ERP Module,BS000074,Enterprise Treasury Service 0074,Insurance,SAP,S/4HANA,ERP,2021,Production,Hybrid,EU,Insurance Platform Team,Medium,False,Restricted,Invest,Unsupported,Low,High,Low,46559.08,2015-09-15,2024-12-17,0.663,,Excel Upload
SYS0010677,INF-AIX-10677,Platform,BS000650,Operational Risk Service 0650,Infrastructure,IBM,AIX,Operating System,7.1,DR,On-Prem,US,Infrastructure Platform Team,Low,False,Public,Tolerate,Extended Support,Medium,High,High,56515.19,2012-12-17,2025-02-24,0.748,DUP000190,ServiceNow
SYS0010678,RIS-POSTGRESQL-10678,Database,BS000498,Critical Claims Service 0498,Risk,Open Source,PostgreSQL,Database,12,Production,On-Prem,EU,Risk Platform Team,Low,False,Restricted,Migrate,Supported,Low,Medium,High,7653.88,2025-10-13,2023-05-05,0.708,,Excel Upload
SYS0010679,MAN-BUSINESSOBJECTS-10679,Application,BS000242,Operational Portal Service 0242,Manufacturing,SAP,BusinessObjects,Analytics,4.3,Test,Public Cloud,US,Manufacturing Platform Team,Medium,False,Restricted,Strategic,Supported,High,Severe,High,91803.82,2008-01-12,2023-08-14,0.881,,ServiceNow
SYS0010680,WEA-FILENET-10680,Application,BS000505,Customer Trading Service 0505,Wealth,IBM,FileNet,Content,5.5.8,Development,Private Cloud,US,Wealth Platform Team,Medium,False,Confidential,Migrate,Supported,Medium,Medium,Medium,86670.68,2011-12-27,2026-06-03,0.851,,Excel Upload
SYS0010681,SEC-AI-NATIVE-10681,Custom Application,BS000227,Operational Fulfilment Service 0227,Security,Custom,AI-Native Application,Custom,v1,Production,Private Cloud,US,Security Platform Team,Critical,False,Confidential,Invest,Supported,Critical,High,Low,150269.85,2023-02-25,2024-05-12,0.582,,BMC
SYS0010682,INS-POSTGRESQL-10682,Database,BS000083,Enterprise Trading Service 0083,Insurance,Open Source,PostgreSQL,Database,11,Production,Hybrid,EU,Insurance Platform Team,High,False,Internal,Retire,Supported,Medium,Medium,Medium,118140.9,2014-11-26,2024-12-26,0.592,,Excel Upload
SYS0010683,COM-TIVOLI-10683,Application,BS000007,Critical Payments Service 0007,Commercial Banking,IBM,Tivoli / Spectrum Protect,Operations,7.1,Production,Hybrid,US,Commercial Banking Platform Team,Critical,False,Confidential,Tolerate,Vendor Announced EOL,Medium,Low,Critical,2300357.69,2020-08-19,2023-08-26,0.961,,ServiceNow
SYS0010684,MAN-LEGACY-10684,Application,BS000158,Operational Payments Service 0158,Manufacturing,Custom,Legacy Java Application,Custom,Java 17,Production,On-Prem,EU,Manufacturing Platform Team,Critical,False,Restricted,Strategic,Unsupported,High,Medium,Medium,69872.73,2011-02-12,2025-05-15,0.821,,Archer
SYS0010685,WEA-TIVOLI-10685,Application,BS000510,Critical Pricing Service 0510,Wealth,IBM,Tivoli / Spectrum Protect,Operations,8.1.21,Production,Hybrid,Global,Wealth Platform Team,Low,True,Public,Tolerate,Supported,Medium,Low,Medium,113641.2,2022-06-10,2024-06-22,0.463,,BMC
SYS0010686,SUP-VSPHERE-10686,Platform,BS000406,Global Risk Service 0406,Supply Chain,VMware,vSphere,Virtualisation,8.0,DR,Private Cloud,APAC,Supply Chain Platform Team,High,False,Confidential,Tolerate,Extended Support,Medium,Low,Low,148916.54,2013-09-03,2023-06-26,0.441,,ServiceNow
SYS0010687,FIN-NSX-10687,Platform,BS000197,Global Billing Service 0197,Finance,VMware,NSX,Network,4.1,Production,Hybrid,EU,Finance Platform Team,Critical,True,Internal,Migrate,Supported,Medium,Low,Medium,103547.54,2015-10-26,2025-09-29,0.639,,Excel Upload
SYS0010688,WEA-MQ-10688,Middleware,BS000495,Critical Billing Service 0495,Wealth,IBM,MQ,Integration,9.2,Development,Private Cloud,US,Wealth Platform Team,Medium,False,Internal,Invest,Extended Support,Medium,Medium,Low,55524.13,2023-09-12,2025-09-05,0.758,,ServiceNow
SYS0010689,COM-SQL-10689,Database,BS000280,Global Claims Service 0280,Commercial Banking,Microsoft,SQL Server,Database,2019,Production,Hybrid,Global,Commercial Banking Platform Team,High,False,Internal,Tolerate,Extended Support,Medium,Medium,Low,143282.74,2010-01-01,2023-04-29,0.777,,EA Repository
SYS0010690,MAN-PIPO-10690,Middleware,BS000113,Shared Compliance Service 0113,Manufacturing,SAP,PI/PO,Integration,7.5,Pre-Production,Hybrid,EU,Manufacturing Platform Team,Medium,False,Internal,Migrate,Vendor Announced EOL,Medium,Low,High,127034.35,2014-10-31,2024-10-11,0.388,,Archer
SYS0010691,SEC-KUBERNETES-10691,Platform,BS000489,Core Ledger Service 0489,Security,Open Source,Kubernetes,Container,1.27,Production,On-Prem,EU,Security Platform Team,Low,False,Confidential,Strategic,Unsupported,Critical,Low,High,24210.88,2018-06-19,2023-06-04,0.917,,ServiceNow
SYS0010692,INS-AIX-10692,Platform,BS000329,Digital Payments Service 0329,Insurance,IBM,AIX,Operating System,7.2,Pre-Production,Public Cloud,UK,Insurance Platform Team,Medium,False,Public,Tolerate,Extended Support,Medium,High,Medium,52697.51,2008-12-21,2025-08-14,0.453,DUP000267,ServiceNow
SYS0010693,DIG-COGNOS-10693,Application,BS000479,Global Pricing Service 0479,Digital Channels,IBM,Cognos Analytics,Analytics,11.2,Production,Private Cloud,EU,Digital Channels Platform Team,Low,False,Public,Tolerate,Unsupported,Medium,Medium,Medium,12439.51,2014-03-31,2024-02-20,0.938,,EA Repository
SYS0010694,SUP-VCENTER-10694,Platform,BS000405,Regional Customer Service 0405,Supply Chain,VMware,vCenter,Virtualisation,6.7,Production,Private Cloud,APAC,Supply Chain Platform Team,Medium,False,Confidential,Retire,Vendor Announced EOL,High,Medium,High,99273.83,2012-11-09,2025-03-26,0.577,,BMC
SYS0010695,HR-MQ-10695,Middleware,BS000073,Regional Treasury Service 0073,HR,IBM,MQ,Integration,9.2,Development,On-Prem,Global,HR Platform Team,High,False,Internal,Tolerate,Supported,Medium,Medium,Low,454307.36,2023-11-04,2024-02-25,0.909,,SAM Tool
SYS0010696,COM-LEGACY-10696,Application,BS000036,Global Payments Service 0036,Commercial Banking,Custom,Legacy Java Application,Custom,Java 8,Development,On-Prem,UK,Commercial Banking Platform Team,Low,False,Restricted,Tolerate,Vendor Announced EOL,Low,Medium,Low,16892.93,2014-03-10,2026-03-14,0.756,,ServiceNow
SYS0010697,HR-WINDOWS-10697,Platform,BS000073,Regional Treasury Service 0073,HR,Microsoft,Windows Server,Operating System,2016,Production,On-Prem,Global,HR Platform Team,Medium,False,Internal,Retire,Supported,Low,High,High,133777.55,2019-06-05,2023-11-19,0.739,DUP000273,Excel Upload
SYS0010698,DIG-OPENSHIFT-10698,Platform,BS000162,Enterprise Trading Service 0162,Digital Channels,Red Hat,OpenShift,Container,3.11,Production,Private Cloud,EU,Digital Channels Platform Team,Low,False,Restricted,Migrate,Unsupported,Medium,Medium,Medium,39687.83,2018-03-31,2023-06-17,0.589,,Excel Upload
SYS0010699,DIG-WINDOWS-10699,Platform,BS000162,Enterprise Trading Service 0162,Digital Channels,Microsoft,Windows Server,Operating System,2022,Development,Private Cloud,Global,Digital Channels Platform Team,Critical,False,Internal,Migrate,Supported,Medium,High,High,699378.7,2021-02-10,2025-04-13,0.537,DUP000466,BMC
SYS0010700,DAT-AIX-10700,Platform,BS000662,Shared Data Service 0662,Data & Analytics,IBM,AIX,Operating System,7.3,Production,Private Cloud,UK,Data & Analytics Platform Team,High,False,Public,Strategic,Vendor Announced EOL,Medium,Low,High,278152.15,2008-02-24,2024-01-16,0.563,,Archer
SYS0010701,PAY-MQ-10701,Middleware,BS000564,Core Pricing Service 0564,Payments,IBM,MQ,Integration,8.0,Development,On-Prem,Global,Payments Platform Team,Low,False,Restricted,Tolerate,Supported,Critical,High,Medium,276579.51,2008-11-21,2023-05-28,0.677,DUP000473,ServiceNow
SYS0010702,RIS-ECC-10702,ERP Module,BS000634,Enterprise Customer Service 0634,Risk,SAP,ECC,ERP,EHP7,Production,Hybrid,Global,Risk Platform Team,High,False,Restricted,Strategic,Supported,Medium,Medium,Medium,576561.66,2011-01-28,2025-07-20,0.67,DUP000020,ServiceNow
SYS0010703,WEA-POSTGRESQL-10703,Database,BS000342,Global Trading Service 0342,Wealth,Open Source,PostgreSQL,Database,13,Production,Public Cloud,UK,Wealth Platform Team,High,False,Internal,Migrate,Supported,Medium,Medium,Medium,12143.94,2008-04-28,2024-09-27,0.484,,ServiceNow
SYS0010704,RET-VSPHERE-10704,Platform,BS000233,Operational Customer Service 0233,Retail Banking,VMware,vSphere,Virtualisation,8.0,Production,Hybrid,EU,Retail Banking Platform Team,High,False,Internal,Retire,Supported,Medium,Low,Medium,98848.54,2022-06-30,2023-10-31,0.796,,ServiceNow
SYS0010705,SEC-WEBSPHERE-10705,Middleware,BS000291,Critical Identity Service 0291,Security,IBM,WebSphere Application Server,Middleware,Liberty 24,Production,Hybrid,UK,Security Platform Team,High,False,Confidential,Invest,Supported,Medium,Medium,Medium,42757.87,2016-03-12,2025-04-25,0.82,,ServiceNow
SYS0010706,CUS-SQL-10706,Database,BS000625,Global Compliance Service 0625,Customer Operations,Microsoft,SQL Server,Database,2022,Test,Hybrid,UK,Customer Operations Platform Team,Medium,False,Confidential,Migrate,Vendor Announced EOL,Low,Low,Critical,218910.69,2010-05-09,2024-01-18,0.767,,ServiceNow
SYS0010707,INS-COGNOS-10707,Application,BS000256,Core Procurement Service 0256,Insurance,IBM,Cognos Analytics,Analytics,11.1,Production,Public Cloud,Global,Insurance Platform Team,Medium,False,Internal,Tolerate,Supported,Medium,Low,Low,87038.46,2012-05-06,2024-04-11,0.772,,Excel Upload
SYS0010708,MAN-BUSINESSOBJECTS-10708,Application,BS000456,Regional Workforce Service 0456,Manufacturing,SAP,BusinessObjects,Analytics,4.2,DR,Private Cloud,US,Manufacturing Platform Team,High,True,Confidential,Strategic,Unsupported,Low,Severe,Medium,287342.54,2015-03-14,2026-05-25,0.58,,Excel Upload
SYS0010709,SEC-WEBSPHERE-10709,Middleware,BS000105,Shared Reporting Service 0105,Security,IBM,WebSphere Application Server,Middleware,Liberty 23,Production,Public Cloud,US,Security Platform Team,High,False,Internal,Migrate,Supported,Medium,Medium,Medium,41816.87,2008-03-21,2024-05-19,0.864,DUP000263,BMC
SYS0010710,RET-HANA-10710,Database,BS000707,Shared Compliance Service 0707,Retail Banking,SAP,HANA,Database,1.0,Test,On-Prem,US,Retail Banking Platform Team,Medium,False,Internal,Migrate,Supported,Low,High,Critical,29133.53,2013-08-17,2023-12-01,0.682,,Archer
SYS0010711,DAT-NSX-10711,Platform,BS000463,Customer Procurement Service 0463,Data & Analytics,VMware,NSX,Network,3.2,Test,Hybrid,UK,Data & Analytics Platform Team,Medium,False,Restricted,Migrate,Supported,Medium,Medium,Critical,61706.98,2016-04-11,2025-10-03,0.899,,ServiceNow
SYS0010712,WEA-KAFKA-10712,Middleware,BS000696,Critical Workforce Service 0696,Wealth,Open Source,Kafka,Integration,2.8,Production,Public Cloud,US,Wealth Platform Team,Medium,False,Public,Strategic,Extended Support,High,Low,Low,29468.01,2021-03-05,2023-04-01,0.642,,ServiceNow
SYS0010713,SEC-WINDOWS-10713,Platform,BS000213,Enterprise Policy Service 0213,Security,Microsoft,Windows Server,Operating System,2016,Development,Public Cloud,EU,Security Platform Team,Medium,False,Public,Retire,Supported,Medium,Low,High,35351.73,2013-03-17,2025-02-05,0.963,,Excel Upload
SYS0010714,SUP-WEBSPHERE-10714,Middleware,BS000445,Critical Identity Service 0445,Supply Chain,IBM,WebSphere Application Server,Middleware,8.5.5,Production,Private Cloud,APAC,Supply Chain Platform Team,High,True,Confidential,Tolerate,Extended Support,Medium,High,High,158102.87,2024-04-19,2025-12-25,0.709,,ServiceNow
SYS0010715,INS-RHEL-10715,Platform,BS000198,Shared Customer Service 0198,Insurance,Red Hat,RHEL,Operating System,9,Production,Public Cloud,US,Insurance Platform Team,Low,False,Confidential,Tolerate,Extended Support,Low,Low,Critical,38454.04,2025-09-08,2025-10-28,0.63,,Excel Upload
SYS0010716,M&A-RHEL-10716,Platform,BS000337,Regulated Customer Service 0337,M&A Office,Red Hat,RHEL,Operating System,9,Production,Public Cloud,APAC,M&A Office Platform Team,Medium,False,Internal,Tolerate,Supported,Medium,Low,Medium,87323.47,2021-11-03,2024-03-09,0.589,,ServiceNow
SYS0010717,RET-SQL-10717,Database,BS000233,Operational Customer Service 0233,Retail Banking,Microsoft,SQL Server,Database,2016,Production,On-Prem,EU,Retail Banking Platform Team,Medium,False,Confidential,Strategic,Unsupported,High,High,Low,56079.3,2008-03-18,2023-09-06,0.863,,ServiceNow
SYS0010718,SEC-AI-NATIVE-10718,Custom Application,BS000103,Core Fulfilment Service 0103,Security,Custom,AI-Native Application,Custom,v2,Production,Private Cloud,US,Security Platform Team,Low,True,Internal,Tolerate,Vendor Announced EOL,Medium,Medium,Medium,93969.79,2013-01-09,2024-03-12,0.832,,Archer
SYS0010719,LEG-OPENSHIFT-10719,Platform,BS000319,Regulated Policy Service 0319,Legal,Red Hat,OpenShift,Container,4.14,Production,Mainframe,EU,Legal Platform Team,Medium,False,Public,Invest,Supported,Low,Low,Low,117932.58,2018-06-24,2023-04-10,0.632,,Excel Upload
