signal_id,signal_date,signal_type,vendor,product,market_theme,description,severity,likelihood,time_horizon_months,mapped_system_count,estimated_cost_impact_eur,recommended_watch_action,confidence
SIG00010507,2024-10-24,Ecosystem Decline,Open Source,Kubernetes,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,5,0.342,46,117,58765578.12,Model scenario,0.856
SIG00010508,2025-05-19,Threat Trend,SAP,BusinessObjects,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.558,27,64,1927970.07,Prepare negotiation,0.605
SIG00010509,2025-02-10,Open Source Alternative,VMware,vCenter,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,4,0.571,47,159,1750327.47,Validate controls,0.721
SIG00010510,2024-07-21,Quantum Crypto Horizon,Custom,Mainframe Integration Service,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,4,0.671,17,212,5680731.92,Validate controls,0.742
SIG00010511,2025-03-01,Open Source Alternative,VMware,vSphere,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,5,0.434,39,443,10728897.21,Prepare negotiation,0.917
SIG00010512,2025-08-25,Vendor Consolidation,VMware,vSphere,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",4,0.661,11,152,4812631.57,Model scenario,0.967
SIG00010513,2025-09-20,Threat Trend,IBM,WebSphere Application Server,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.929,23,412,20048748.23,Model scenario,0.721
SIG00010514,2025-08-05,AI-Native Shift,Open Source,PostgreSQL,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,2,0.341,15,414,5601051.87,Monitor,0.908
SIG00010515,2024-07-09,Regulatory Change,SAP,PI/PO,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.489,26,37,3046043.03,Assess replacement option,0.708
SIG00010516,2024-06-22,Pricing Shock,IBM,Tivoli / Spectrum Protect,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.351,42,129,1214684.77,Assess replacement option,0.709
SIG00010517,2024-04-05,Regulatory Change,IBM,MQ,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.788,41,461,38605019.64,Monitor,0.417
SIG00010518,2025-05-12,AI-Native Shift,VMware,vSphere,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.861,36,453,41470833.72,Prepare negotiation,0.882
SIG00010519,2026-04-25,Threat Trend,VMware,vCenter,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.526,26,213,12910924.03,Assess replacement option,0.672
SIG00010520,2024-07-28,Regulatory Change,Red Hat,RHEL,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.535,39,273,5999075.4,Escalate to board pack,0.821
SIG00010521,2024-07-12,Ecosystem Decline,IBM,MQ,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,3,0.653,54,343,36475165.84,Validate controls,0.259
SIG00010522,2025-06-28,Ecosystem Decline,IBM,Tivoli / Spectrum Protect,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,3,0.342,53,202,13461793.61,Model scenario,0.811
SIG00010523,2024-04-03,Open Source Alternative,IBM,Tivoli / Spectrum Protect,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,2,0.607,51,291,8357214.57,Model scenario,0.862
SIG00010524,2025-12-29,Vendor Consolidation,IBM,MQ,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",4,0.698,35,131,4858109.87,Monitor,0.549
SIG00010525,2025-06-07,Threat Trend,Red Hat,RHEL,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.775,60,393,5234965.97,Prepare negotiation,0.606
SIG00010526,2026-04-10,Threat Trend,IBM,Cognos Analytics,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.513,46,84,2589514.42,Validate controls,0.653
SIG00010527,2024-03-03,Ecosystem Decline,Custom,AI-Native Application,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.656,20,164,19963598.4,Validate controls,0.41
SIG00010528,2024-10-31,Threat Trend,Oracle,WebLogic,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.207,42,203,13373764.8,Model scenario,0.82
SIG00010529,2026-06-25,Talent Scarcity,Red Hat,RHEL,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,1,0.705,47,106,4353308.76,Monitor,0.957
SIG00010530,2024-02-26,Regulatory Change,Custom,Legacy Java Application,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.701,56,191,14172082.71,Prepare negotiation,0.968
SIG00010531,2024-03-02,Open Source Alternative,SAP,BusinessObjects,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,3,0.642,58,67,613285.56,Validate controls,0.826
SIG00010532,2024-10-08,Regulatory Change,Open Source,PostgreSQL,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,1,0.331,5,148,4306812.72,Model scenario,0.762
SIG00010533,2026-01-15,Regulatory Change,IBM,Cognos Analytics,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,4,0.834,43,424,51511675.89,Model scenario,0.697
SIG00010534,2024-01-06,Threat Trend,Microsoft,SQL Server,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.751,32,277,6944121.31,Prepare negotiation,0.517
SIG00010535,2024-09-08,Pricing Shock,IBM,AIX,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.742,25,56,411295.65,Assess replacement option,0.84
SIG00010536,2026-02-21,Vendor Consolidation,Red Hat,OpenShift,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",2,0.375,36,200,1485651.09,Prepare negotiation,0.545
SIG00010537,2024-08-24,Pricing Shock,SAP,PI/PO,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.665,40,118,5902775.4,Assess replacement option,0.742
SIG00010538,2026-03-12,Ecosystem Decline,Red Hat,OpenShift,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,5,0.639,30,133,9516381.32,Monitor,0.708
SIG00010539,2025-06-29,AI-Native Shift,SAP,HANA,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,2,0.887,18,76,657920.92,Model scenario,0.632
SIG00010540,2024-12-16,Open Source Alternative,Custom,Mainframe Integration Service,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,2,0.83,28,275,10343970.25,Validate controls,0.575
SIG00010541,2024-08-20,Talent Scarcity,VMware,vSphere,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,5,0.663,50,359,18890825.05,Prepare negotiation,0.648
SIG00010542,2025-03-14,Regulatory Change,IBM,Cognos Analytics,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,3,0.547,53,262,13718245.0,Prepare negotiation,0.871
SIG00010543,2025-05-07,Quantum Crypto Horizon,SAP,HANA,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,2,0.689,53,240,8700714.58,Prepare negotiation,0.858
SIG00010544,2026-06-17,Vendor Consolidation,Custom,Legacy Java Application,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",1,0.73,8,139,2835050.75,Prepare negotiation,0.89
SIG00010545,2024-12-18,Ecosystem Decline,VMware,NSX,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,2,0.699,20,62,1634904.28,Model scenario,0.764
SIG00010546,2024-08-26,Regulatory Change,IBM,FileNet,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,1,0.487,41,220,1700174.01,Assess replacement option,0.959
SIG00010547,2026-05-12,Talent Scarcity,IBM,WebSphere Application Server,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,1,0.515,28,275,7576647.9,Model scenario,0.678
SIG00010548,2024-04-28,Pricing Shock,IBM,MQ,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.602,43,512,40455734.92,Validate controls,0.934
SIG00010549,2025-06-11,Open Source Alternative,Custom,Legacy Java Application,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,2,0.237,27,101,2782473.05,Escalate to board pack,0.759
SIG00010550,2025-09-05,Threat Trend,SAP,PI/PO,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.662,6,201,2041658.03,Model scenario,0.692
SIG00010551,2025-03-10,AI-Native Shift,Broadcom,CA Identity Manager,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.515,9,102,1176092.01,Monitor,0.785
SIG00010552,2025-05-14,Talent Scarcity,SAP,ECC,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,2,0.518,23,282,4063454.73,Model scenario,0.75
SIG00010553,2026-05-10,Vendor Consolidation,Microsoft,SQL Server,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",5,0.644,6,166,6173308.87,Monitor,0.748
SIG00010554,2025-06-07,Threat Trend,Oracle,WebLogic,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.547,18,380,7229715.28,Assess replacement option,0.73
SIG00010555,2025-03-12,Ecosystem Decline,Broadcom,CA Identity Manager,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.489,22,96,3448721.91,Prepare negotiation,0.679
SIG00010556,2025-02-02,Talent Scarcity,Red Hat,OpenShift,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,4,0.478,18,85,12783221.41,Validate controls,0.416
SIG00010557,2026-06-19,Vendor Consolidation,Oracle,Oracle Database,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",2,0.622,17,400,13373051.99,Model scenario,0.408
SIG00010558,2025-09-08,Vendor Consolidation,SAP,ECC,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",2,0.391,17,452,17247262.04,Model scenario,0.618
SIG00010559,2026-05-03,Quantum Crypto Horizon,Open Source,Kafka,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,2,0.506,38,53,1474553.38,Validate controls,0.853
SIG00010560,2025-03-22,Pricing Shock,Oracle,Oracle Database,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.089,14,120,15926924.34,Assess replacement option,0.434
SIG00010561,2025-03-12,AI-Native Shift,Custom,Legacy Java Application,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,2,0.629,4,167,12874155.61,Model scenario,0.719
SIG00010562,2025-07-15,Talent Scarcity,Microsoft,SQL Server,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,4,0.731,22,359,38123543.04,Model scenario,0.953
SIG00010563,2025-08-25,Talent Scarcity,VMware,vSphere,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,2,0.349,45,258,6000130.82,Assess replacement option,0.615
SIG00010564,2024-01-11,Talent Scarcity,IBM,AIX,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,2,0.613,49,300,12227431.57,Monitor,0.84
SIG00010565,2025-03-24,Vendor Consolidation,IBM,Cognos Analytics,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",5,0.303,51,233,20796073.99,Assess replacement option,0.624
SIG00010566,2024-10-13,AI-Native Shift,VMware,NSX,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.447,4,257,38710085.12,Model scenario,0.635
SIG00010567,2025-07-09,Threat Trend,VMware,NSX,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.843,41,160,7868139.88,Assess replacement option,0.585
SIG00010568,2025-04-12,AI-Native Shift,IBM,FileNet,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,1,0.764,57,244,3950890.09,Escalate to board pack,0.605
SIG00010569,2025-07-05,Threat Trend,Microsoft,Windows Server,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.689,34,210,6027004.85,Assess replacement option,0.655
SIG00010570,2024-10-06,Threat Trend,Open Source,PostgreSQL,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.722,7,133,22660134.62,Monitor,0.783
SIG00010571,2024-02-04,Talent Scarcity,Custom,Mainframe Integration Service,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,1,0.543,6,187,955766.43,Validate controls,0.625
SIG00010572,2025-07-22,Vendor Consolidation,SAP,PI/PO,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",1,0.759,53,120,3380955.02,Prepare negotiation,0.575
SIG00010573,2024-03-12,Threat Trend,IBM,Db2,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.629,26,437,5958681.23,Monitor,0.891
SIG00010574,2024-09-11,Open Source Alternative,IBM,AIX,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,4,0.699,26,140,35380936.85,Assess replacement option,0.782
SIG00010575,2024-05-04,Talent Scarcity,IBM,AIX,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,5,0.814,52,279,23959279.56,Model scenario,0.914
SIG00010576,2024-11-02,Threat Trend,IBM,Db2,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.605,18,642,215145349.82,Assess replacement option,0.8
SIG00010577,2026-02-23,Threat Trend,IBM,MQ,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.659,55,398,11652936.21,Monitor,0.632
SIG00010578,2026-03-09,Talent Scarcity,Microsoft,SQL Server,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,1,0.738,24,163,2958176.34,Model scenario,0.386
SIG00010579,2024-07-29,Talent Scarcity,SAP,S/4HANA,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,4,0.849,21,177,24532261.61,Prepare negotiation,0.774
SIG00010580,2024-12-06,Threat Trend,Broadcom,CA Identity Manager,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.684,31,146,2187942.94,Escalate to board pack,0.963
SIG00010581,2024-09-10,AI-Native Shift,SAP,ECC,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.701,47,247,11953632.18,Prepare negotiation,0.917
SIG00010582,2025-11-16,Regulatory Change,Red Hat,RHEL,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.757,28,464,7424497.76,Model scenario,0.601
SIG00010583,2025-01-20,Talent Scarcity,SAP,ECC,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,5,0.516,52,343,12525412.89,Validate controls,0.736
SIG00010584,2025-04-11,Ecosystem Decline,Red Hat,RHEL,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,2,0.523,14,448,11638840.04,Model scenario,0.733
SIG00010585,2024-09-26,AI-Native Shift,VMware,NSX,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,3,0.519,54,50,1777316.07,Model scenario,0.908
SIG00010586,2026-05-17,AI-Native Shift,SAP,S/4HANA,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,1,0.471,8,87,1765231.98,Prepare negotiation,0.921
SIG00010587,2024-08-02,Vendor Consolidation,Red Hat,RHEL,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",5,0.747,46,396,24437351.83,Prepare negotiation,0.896
SIG00010588,2025-05-24,Open Source Alternative,VMware,NSX,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,4,0.517,25,84,1309764.63,Validate controls,0.597
SIG00010589,2025-05-23,Regulatory Change,VMware,vSphere,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,3,0.474,16,567,10750196.7,Model scenario,0.444
SIG00010590,2025-05-11,Vendor Consolidation,IBM,MQ,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",2,0.329,10,232,2108335.06,Validate controls,0.937
SIG00010591,2025-02-27,Open Source Alternative,SAP,BusinessObjects,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,3,0.321,54,228,8878982.08,Monitor,0.33
SIG00010592,2025-03-18,Talent Scarcity,Custom,AI-Native Application,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,5,0.408,38,180,4455770.88,Validate controls,0.68
SIG00010593,2024-01-06,Threat Trend,Open Source,Kafka,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.671,43,142,1747880.54,Model scenario,0.717
SIG00010594,2024-08-07,Pricing Shock,Microsoft,SQL Server,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.306,12,95,828895.99,Escalate to board pack,0.863
SIG00010595,2025-11-03,Open Source Alternative,Custom,Legacy Java Application,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,2,0.532,17,439,2097440.84,Prepare negotiation,0.618
SIG00010596,2026-03-12,Ecosystem Decline,Microsoft,SQL Server,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.713,19,592,215075608.07,Monitor,0.784
SIG00010597,2025-04-19,Pricing Shock,Custom,Legacy Java Application,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.558,20,157,5618156.9,Assess replacement option,0.728
SIG00010598,2025-11-30,Talent Scarcity,Open Source,PostgreSQL,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,2,0.728,20,114,8712187.58,Model scenario,0.92
SIG00010599,2026-03-27,Vendor Consolidation,Broadcom,CA Identity Manager,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",1,0.468,44,123,4847670.09,Prepare negotiation,0.87
SIG00010600,2026-02-02,Regulatory Change,VMware,vSphere,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,4,0.796,26,180,23822017.45,Model scenario,0.663
SIG00010601,2024-07-27,Regulatory Change,IBM,WebSphere Application Server,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.736,15,124,6263767.84,Model scenario,0.647
SIG00010602,2024-09-26,Threat Trend,SAP,S/4HANA,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.397,24,119,5634583.38,Escalate to board pack,0.796
SIG00010603,2025-01-11,AI-Native Shift,IBM,Db2,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,2,0.569,58,442,1236890.93,Escalate to board pack,0.577
SIG00010604,2025-10-14,Regulatory Change,Open Source,Kafka,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.355,24,74,4473203.85,Prepare negotiation,0.805
SIG00010605,2025-11-10,Pricing Shock,Open Source,Kafka,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.65,16,259,19234386.54,Monitor,0.651
SIG00010606,2026-04-16,Regulatory Change,Microsoft,SQL Server,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,3,0.658,31,379,20258775.36,Assess replacement option,0.884
SIG00010607,2024-08-15,Vendor Consolidation,Red Hat,RHEL,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",4,0.845,21,212,12699372.81,Escalate to board pack,0.748
SIG00010608,2025-03-06,Ecosystem Decline,Custom,Legacy Java Application,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,2,0.313,23,409,11973595.73,Escalate to board pack,0.192
SIG00010609,2024-01-14,Talent Scarcity,SAP,PI/PO,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,1,0.449,52,181,5734548.47,Model scenario,0.92
SIG00010610,2024-12-22,Pricing Shock,IBM,WebSphere Application Server,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.422,37,552,93872752.8,Monitor,0.624
SIG00010611,2024-02-03,AI-Native Shift,SAP,BusinessObjects,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.459,6,43,2687428.31,Assess replacement option,0.928
SIG00010612,2024-04-26,Ecosystem Decline,IBM,AIX,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.736,4,121,7241881.1,Monitor,0.905
SIG00010613,2024-07-05,Vendor Consolidation,IBM,AIX,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",1,0.386,45,169,269877.56,Model scenario,0.723
SIG00010614,2025-02-27,Pricing Shock,Open Source,PostgreSQL,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.639,42,332,3787899.35,Assess replacement option,0.575
SIG00010615,2025-07-04,Open Source Alternative,IBM,AIX,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,3,0.422,30,126,1791942.33,Monitor,0.801
SIG00010616,2026-01-26,Pricing Shock,Custom,Mainframe Integration Service,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.794,50,212,20136813.31,Assess replacement option,0.711
SIG00010617,2025-08-14,Threat Trend,SAP,HANA,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.408,28,404,4902048.12,Assess replacement option,0.695
SIG00010618,2024-08-18,AI-Native Shift,Custom,AI-Native Application,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.494,38,145,17268408.48,Prepare negotiation,0.837
SIG00010619,2026-06-06,Pricing Shock,Microsoft,SQL Server,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.535,30,569,1538436.2,Monitor,0.74
SIG00010620,2025-05-22,Threat Trend,SAP,S/4HANA,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.75,42,164,27130216.75,Assess replacement option,0.925
SIG00010621,2024-05-27,Regulatory Change,Custom,AI-Native Application,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.652,4,283,5421019.76,Monitor,0.719
SIG00010622,2024-03-04,AI-Native Shift,IBM,Cognos Analytics,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,1,0.66,13,371,5195908.45,Validate controls,0.686
SIG00010623,2024-09-26,Open Source Alternative,Red Hat,RHEL,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,3,0.704,56,358,16899818.31,Monitor,0.591
SIG00010624,2026-05-28,Regulatory Change,Oracle,WebLogic,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,1,0.529,18,248,2728355.67,Model scenario,0.722
SIG00010625,2024-01-30,Ecosystem Decline,SAP,S/4HANA,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.174,38,238,6859295.7,Model scenario,0.867
SIG00010626,2025-12-09,Ecosystem Decline,Broadcom,CA Identity Manager,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,5,0.717,42,33,2952319.05,Validate controls,0.594
SIG00010627,2024-08-31,Regulatory Change,Oracle,Oracle Database,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.543,52,552,14442283.98,Model scenario,0.817
SIG00010628,2026-03-24,Open Source Alternative,VMware,NSX,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,5,0.511,10,195,10441104.97,Prepare negotiation,0.653
SIG00010629,2026-02-23,Talent Scarcity,IBM,AIX,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,3,0.559,3,105,5512667.52,Assess replacement option,0.923
SIG00010630,2024-04-27,Threat Trend,Open Source,Kafka,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.718,55,198,1266309.16,Prepare negotiation,0.796
SIG00010631,2024-11-12,Pricing Shock,Open Source,PostgreSQL,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.634,48,328,38492507.53,Model scenario,0.857
SIG00010632,2025-04-02,Talent Scarcity,Microsoft,Windows Server,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,1,0.282,56,140,1550573.79,Model scenario,0.396
SIG00010633,2025-01-26,AI-Native Shift,Red Hat,RHEL,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.448,13,165,4945888.26,Prepare negotiation,0.325
SIG00010634,2024-02-23,Threat Trend,Oracle,WebLogic,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.435,7,195,4868963.75,Monitor,0.887
SIG00010635,2024-02-01,Quantum Crypto Horizon,IBM,FileNet,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,3,0.806,59,208,5287977.79,Prepare negotiation,0.791
SIG00010636,2024-10-02,Regulatory Change,SAP,BusinessObjects,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,3,0.631,49,60,1622910.22,Model scenario,0.826
SIG00010637,2025-04-03,Pricing Shock,VMware,NSX,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.621,46,48,3566165.85,Model scenario,0.626
SIG00010638,2026-03-14,AI-Native Shift,VMware,NSX,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,2,0.772,51,59,5615753.47,Prepare negotiation,0.747
SIG00010639,2025-04-22,Ecosystem Decline,Oracle,WebLogic,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,2,0.488,45,202,16879039.72,Model scenario,0.623
SIG00010640,2024-09-30,Threat Trend,Custom,Mainframe Integration Service,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.57,10,274,11025400.99,Prepare negotiation,0.702
SIG00010641,2025-09-20,Quantum Crypto Horizon,Custom,Legacy Java Application,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,5,0.538,59,478,201075800.28,Validate controls,0.948
SIG00010642,2024-02-11,Vendor Consolidation,Broadcom,CA Identity Manager,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",1,0.48,28,123,4039676.61,Monitor,0.657
SIG00010643,2024-09-02,Vendor Consolidation,IBM,AIX,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",2,0.548,18,211,7584648.98,Escalate to board pack,0.811
SIG00010644,2025-10-25,Quantum Crypto Horizon,VMware,vCenter,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,4,0.49,6,83,22803553.41,Prepare negotiation,0.91
SIG00010645,2025-05-10,Threat Trend,Open Source,Kafka,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.601,7,176,4833838.57,Prepare negotiation,0.983
SIG00010646,2026-02-05,Pricing Shock,VMware,vCenter,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.616,29,356,6709324.36,Validate controls,0.799
SIG00010647,2025-02-26,Talent Scarcity,SAP,S/4HANA,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,5,0.273,56,265,11274622.24,Prepare negotiation,0.381
SIG00010648,2025-09-25,Pricing Shock,SAP,PI/PO,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.936,21,124,18515563.83,Monitor,0.719
SIG00010649,2024-04-30,Regulatory Change,VMware,vSphere,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.791,50,554,45047635.58,Prepare negotiation,0.705
SIG00010650,2024-01-22,Quantum Crypto Horizon,Microsoft,SQL Server,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,2,0.612,35,91,522491.08,Monitor,0.567
SIG00010651,2025-01-10,Pricing Shock,Oracle,Oracle Database,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.839,4,272,3618857.95,Model scenario,0.873
SIG00010652,2024-08-27,AI-Native Shift,VMware,vCenter,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,2,0.867,35,324,7105278.71,Assess replacement option,0.839
SIG00010653,2026-02-25,Regulatory Change,Custom,AI-Native Application,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.429,42,151,1132196.21,Monitor,0.828
SIG00010654,2024-07-17,Threat Trend,VMware,NSX,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.902,47,180,12807044.82,Assess replacement option,0.469
SIG00010655,2026-02-17,Talent Scarcity,SAP,S/4HANA,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,3,0.235,60,296,1291041.96,Prepare negotiation,0.557
SIG00010656,2026-02-20,AI-Native Shift,Open Source,PostgreSQL,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,2,0.783,13,117,1760447.14,Model scenario,0.566
SIG00010657,2026-06-02,Ecosystem Decline,SAP,S/4HANA,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,1,0.525,55,296,4004321.52,Monitor,0.67
SIG00010658,2026-01-18,Threat Trend,IBM,Db2,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.421,28,434,14717202.62,Model scenario,0.592
