business_service_id,business_service_name,business_unit,service_tier,customer_facing,annual_revenue_supported_eur,rto_hours,rpo_hours,regulatory_scope,executive_owner
BS000656,Regulated Workforce Service 0656,Manufacturing,Tier 1,False,39501582.89,4,1.0,HIPAA;Internal Audit,EVP Manufacturing
BS000657,Core Reporting Service 0657,Security,Tier 2,False,38126408.37,24,8.0,HIPAA;Internal Audit;PCI-DSS,EVP Security
BS000658,Operational Policy Service 0658,Customer Operations,Tier 3,True,32629358.68,72,24.0,PCI-DSS,EVP Customer Operations
BS000659,Global Billing Service 0659,Commercial Banking,Tier 0,False,81790500.75,1,0.25,Operational Resilience;DORA,EVP Commercial Banking
BS000660,Customer Workforce Service 0660,Wealth,Tier 2,False,33008588.14,24,8.0,Internal Audit,EVP Wealth
BS000661,Regulated Pricing Service 0661,Payments,Tier 3,True,17073678.97,72,24.0,NIS2;Operational Resilience;SOX,EVP Payments
BS000662,Shared Data Service 0662,Data & Analytics,Tier 3,True,28181619.56,72,24.0,NIS2,EVP Data & Analytics
BS000663,Digital Payments Service 0663,Retail Banking,Tier 3,True,8050471.0,72,24.0,NIS2;Internal Audit,EVP Retail Banking
BS000664,Digital Risk Service 0664,Payments,Tier 2,False,26874179.62,24,8.0,NIS2;GDPR;Internal Audit,EVP Payments
BS000665,Global Settlement Service 0665,Customer Operations,Tier 2,False,37328193.38,24,8.0,SOX,EVP Customer Operations
BS000666,Core Warehouse Service 0666,Digital Channels,Tier 2,True,8566334.01,24,8.0,PCI-DSS;GDPR,EVP Digital Channels
BS000667,Customer Fulfilment Service 0667,Supply Chain,Tier 3,False,18944331.38,72,24.0,Operational Resilience;GDPR,EVP Supply Chain
BS000668,Digital Risk Service 0668,Infrastructure,Tier 2,False,9011726.57,24,8.0,HIPAA;PCI-DSS,EVP Infrastructure
BS000669,Regulated Risk Service 0669,Legal,Tier 3,False,10027507.59,72,24.0,Operational Resilience;HIPAA;NIS2,EVP Legal
BS000670,Regional Customer Service 0670,Insurance,Tier 2,True,5191730.92,24,8.0,Internal Audit,EVP Insurance
BS000671,Operational Trading Service 0671,M&A Office,Tier 2,False,72012654.44,24,8.0,Operational Resilience,EVP M&A Office
BS000672,Customer Pricing Service 0672,Customer Operations,Tier 2,True,57785803.67,24,8.0,GDPR;DORA,EVP Customer Operations
BS000673,Core Warehouse Service 0673,Customer Operations,Tier 2,False,32319368.09,24,8.0,Internal Audit;GDPR;HIPAA,EVP Customer Operations
BS000674,Digital Workforce Service 0674,Commercial Banking,Tier 3,False,156632921.66,72,24.0,DORA;SOX,EVP Commercial Banking
BS000675,Regional Identity Service 0675,Customer Operations,Tier 2,False,14531506.81,24,8.0,SOX;HIPAA,EVP Customer Operations
BS000676,Digital Payments Service 0676,Data & Analytics,Tier 2,False,502415817.56,24,8.0,NIS2,EVP Data & Analytics
BS000677,Operational Policy Service 0677,Manufacturing,Tier 2,True,13932260.99,24,8.0,Operational Resilience;Internal Audit,EVP Manufacturing
BS000678,Digital Ledger Service 0678,Commercial Banking,Tier 2,False,23693532.7,24,8.0,HIPAA;DORA;SOX,EVP Commercial Banking
BS000679,Global Identity Service 0679,Supply Chain,Tier 2,False,11552868.22,24,8.0,Operational Resilience,EVP Supply Chain
BS000680,Regulated Compliance Service 0680,Legal,Tier 1,False,48513117.38,4,1.0,SOX;Internal Audit;NIS2,EVP Legal
BS000681,Digital Workforce Service 0681,Data & Analytics,Tier 1,False,80757636.53,4,1.0,Internal Audit;NIS2,EVP Data & Analytics
BS000682,Regulated Settlement Service 0682,Insurance,Tier 2,True,15786914.64,24,8.0,PCI-DSS;GDPR,EVP Insurance
BS000683,Regulated Policy Service 0683,M&A Office,Tier 2,True,126327946.27,24,8.0,Operational Resilience;SOX;DORA,EVP M&A Office
BS000684,Regional Customer Service 0684,M&A Office,Tier 2,True,23279046.29,24,8.0,HIPAA,EVP M&A Office
BS000685,Core Fulfilment Service 0685,Insurance,Tier 0,True,84334103.74,1,0.25,NIS2,EVP Insurance
BS000686,Customer Identity Service 0686,Security,Tier 2,True,6583667.61,24,8.0,SOX;Internal Audit;NIS2,EVP Security
BS000687,Customer Portal Service 0687,Risk,Tier 1,False,51040788.57,4,1.0,SOX,EVP Risk
BS000688,Customer Fulfilment Service 0688,Customer Operations,Tier 3,True,15441512.49,72,24.0,GDPR;DORA,EVP Customer Operations
BS000689,Shared Policy Service 0689,HR,Tier 3,True,9165310.32,72,24.0,Operational Resilience;HIPAA,EVP HR
BS000690,Regulated Reporting Service 0690,Security,Tier 1,False,13710394.37,4,1.0,NIS2,EVP Security
BS000691,Regulated Treasury Service 0691,M&A Office,Tier 2,False,338129568.16,24,8.0,SOX;HIPAA;NIS2,EVP M&A Office
BS000692,Global Trading Service 0692,Security,Tier 1,False,24105767.62,4,1.0,SOX;HIPAA,EVP Security
BS000693,Global Payments Service 0693,Legal,Tier 1,False,6485650.65,4,1.0,DORA;PCI-DSS;SOX,EVP Legal
BS000694,Regulated Compliance Service 0694,M&A Office,Tier 1,False,14942843.68,4,1.0,DORA;Operational Resilience,EVP M&A Office
BS000695,Regulated Pricing Service 0695,Commercial Banking,Tier 1,False,30433728.49,4,1.0,NIS2;Operational Resilience;SOX,EVP Commercial Banking
BS000696,Critical Workforce Service 0696,Wealth,Tier 2,False,32649292.23,24,8.0,GDPR;SOX;HIPAA,EVP Wealth
BS000697,Regulated Risk Service 0697,Data & Analytics,Tier 3,False,32942565.84,72,24.0,DORA;PCI-DSS,EVP Data & Analytics
BS000698,Critical Settlement Service 0698,Customer Operations,Tier 1,False,67799316.51,4,1.0,Internal Audit;HIPAA,EVP Customer Operations
BS000699,Operational Fulfilment Service 0699,Retail Banking,Tier 2,True,8803444.85,24,8.0,HIPAA;Operational Resilience,EVP Retail Banking
BS000700,Critical Procurement Service 0700,Commercial Banking,Tier 2,False,26022822.2,24,8.0,SOX;DORA;GDPR,EVP Commercial Banking
BS000701,Global Claims Service 0701,Supply Chain,Tier 3,True,6826581.47,72,24.0,DORA;NIS2;HIPAA,EVP Supply Chain
BS000702,Critical Data Service 0702,Customer Operations,Tier 2,False,9051062.56,24,8.0,DORA,EVP Customer Operations
BS000703,Operational Treasury Service 0703,Insurance,Tier 1,True,11737586.75,4,1.0,HIPAA;DORA,EVP Insurance
BS000704,Enterprise Fulfilment Service 0704,Insurance,Tier 2,True,4841679.68,24,8.0,Operational Resilience;HIPAA;Internal Audit,EVP Insurance
BS000705,Operational Billing Service 0705,Insurance,Tier 2,True,57692078.7,24,8.0,HIPAA;GDPR,EVP Insurance
BS000706,Customer Payments Service 0706,Manufacturing,Tier 3,False,38166658.22,72,24.0,GDPR;Internal Audit;HIPAA,EVP Manufacturing
BS000707,Shared Compliance Service 0707,Retail Banking,Tier 2,True,52395533.49,24,8.0,SOX,EVP Retail Banking
BS000708,Critical Compliance Service 0708,Manufacturing,Tier 2,False,18685238.27,24,8.0,HIPAA;Operational Resilience,EVP Manufacturing
BS000709,Core Workforce Service 0709,Supply Chain,Tier 0,False,147192444.88,1,0.25,SOX,EVP Supply Chain
BS000710,Operational Reporting Service 0710,HR,Tier 2,True,2578147.45,24,8.0,NIS2;GDPR;HIPAA,EVP HR
BS000711,Customer Procurement Service 0711,Digital Channels,Tier 3,False,46241872.18,72,24.0,GDPR;SOX,EVP Digital Channels
BS000712,Critical Trading Service 0712,Supply Chain,Tier 2,False,21743639.0,24,8.0,NIS2;GDPR,EVP Supply Chain
BS000713,Customer Policy Service 0713,Data & Analytics,Tier 2,True,35670000.1,24,8.0,PCI-DSS,EVP Data & Analytics
BS000714,Regional Payments Service 0714,Data & Analytics,Tier 3,False,27180914.96,72,24.0,SOX;PCI-DSS;Internal Audit,EVP Data & Analytics
BS000715,Operational Settlement Service 0715,Legal,Tier 3,False,6041961.87,72,24.0,Operational Resilience;Internal Audit;GDPR,EVP Legal
BS000716,Digital Fulfilment Service 0716,Security,Tier 2,False,3444041.68,24,8.0,DORA;NIS2;HIPAA,EVP Security
BS000717,Digital Policy Service 0717,Supply Chain,Tier 2,False,8176219.33,24,8.0,DORA;NIS2,EVP Supply Chain
BS000718,Core Settlement Service 0718,Supply Chain,Tier 2,False,33311359.05,24,8.0,SOX;HIPAA,EVP Supply Chain
BS000719,Regulated Workforce Service 0719,Wealth,Tier 2,False,38228832.13,24,8.0,PCI-DSS,EVP Wealth
BS000720,Regulated Settlement Service 0720,Customer Operations,Tier 2,False,3973919.7,24,8.0,Operational Resilience;SOX,EVP Customer Operations
